ward,precinct,total,precinct_id
1,2,0,01002
1,7,0,01007
1,9,0,01009
1,13,0,01013
1,16,0,01016
1,17,0,01017
1,19,0,01019
1,23,0,01023
1,34,0,01034
1,41,0,01041
1,42,0,01042
1,43,0,01043
26,7,0,26007
26,34,0,26034
26,37,0,26037
30,1,0,30001
30,4,0,30004
30,7,0,30007
30,9,0,30009
30,17,0,30017
30,18,0,30018
30,19,0,30019
30,20,0,30020
30,23,0,30023
30,24,0,30024
30,25,0,30025
30,26,0,30026
30,27,0,30027
30,31,0,30031
31,1,0,31001
31,2,0,31002
31,5,0,31005
31,6,0,31006
31,7,0,31007
31,8,0,31008
31,9,0,31009
31,10,0,31010
31,11,0,31011
31,12,0,31012
31,13,0,31013
31,14,0,31014
31,17,0,31017
31,18,0,31018
31,20,0,31020
31,21,0,31021
31,23,0,31023
31,24,0,31024
31,26,0,31026
31,27,0,31027
31,28,0,31028
31,29,0,31029
31,30,0,31030
31,32,0,31032
31,33,0,31033
31,34,0,31034
31,35,0,31035
31,36,0,31036
31,37,0,31037
31,38,0,31038
31,40,0,31040
31,41,0,31041
32,3,0,32003
32,11,0,32011
32,12,0,32012
32,14,0,32014
32,20,0,32020
32,22,0,32022
32,26,0,32026
32,28,0,32028
32,43,0,32043
35,2,0,35002
35,10,0,35010
35,11,0,35011
35,15,0,35015
35,17,0,35017
35,25,0,35025
35,28,0,35028
36,9,0,36009
36,14,0,36014
36,16,0,36016
36,17,0,36017
36,18,0,36018
36,20,0,36020
38,23,0,38023
38,34,0,38034
38,35,0,38035
38,39,0,38039
45,8,0,45008
45,9,0,45009
45,10,0,45010
45,11,0,45011
