ward,precinct,total,Elizabeth Anne Walsh,Elizabeth Anne Walsh Percent,precinct_id
8,27,353,353,100.0,08027
8,28,314,314,100.0,08028
8,29,333,333,100.0,08029
8,30,341,341,100.0,08030
8,31,242,242,100.0,08031
8,32,238,238,100.0,08032
8,33,247,247,100.0,08033
8,34,310,310,100.0,08034
8,35,362,362,100.0,08035
8,36,321,321,100.0,08036
8,37,245,245,100.0,08037
8,38,236,236,100.0,08038
8,39,307,307,100.0,08039
8,40,258,258,100.0,08040
8,41,323,323,100.0,08041
8,42,426,426,100.0,08042
8,43,175,175,100.0,08043
8,44,217,217,100.0,08044
8,45,260,260,100.0,08045
8,46,251,251,100.0,08046
8,47,274,274,100.0,08047
8,48,266,266,100.0,08048
8,49,304,304,100.0,08049
8,50,309,309,100.0,08050
8,51,316,316,100.0,08051
8,52,385,385,100.0,08052
8,53,204,204,100.0,08053
8,54,253,253,100.0,08054
8,55,243,243,100.0,08055
8,56,331,331,100.0,08056
9,1,295,295,100.0,09001
9,2,246,246,100.0,09002
9,3,167,167,100.0,09003
9,4,234,234,100.0,09004
9,5,316,316,100.0,09005
9,6,297,297,100.0,09006
9,7,229,229,100.0,09007
9,8,334,334,100.0,09008
9,9,340,340,100.0,09009
9,10,234,234,100.0,09010
9,11,216,216,100.0,09011
9,12,338,338,100.0,09012
9,13,338,338,100.0,09013
9,14,354,354,100.0,09014
9,15,316,316,100.0,09015
9,16,303,303,100.0,09016
9,17,210,210,100.0,09017
9,18,213,213,100.0,09018
9,19,305,305,100.0,09019
9,20,295,295,100.0,09020
9,21,294,294,100.0,09021
9,22,325,325,100.0,09022
9,23,326,326,100.0,09023
9,24,302,302,100.0,09024
9,25,299,299,100.0,09025
9,26,348,348,100.0,09026
9,27,262,262,100.0,09027
9,28,183,183,100.0,09028
9,29,258,258,100.0,09029
9,30,250,250,100.0,09030
9,31,263,263,100.0,09031
9,32,308,308,100.0,09032
9,33,197,197,100.0,09033
9,34,263,263,100.0,09034
9,35,284,284,100.0,09035
9,36,263,263,100.0,09036
9,37,453,453,100.0,09037
9,38,274,274,100.0,09038
9,39,317,317,100.0,09039
9,40,335,335,100.0,09040
9,41,240,240,100.0,09041
9,42,338,338,100.0,09042
9,43,270,270,100.0,09043
9,44,285,285,100.0,09044
9,45,250,250,100.0,09045
9,46,303,303,100.0,09046
9,47,318,318,100.0,09047
9,48,301,301,100.0,09048
9,49,311,311,100.0,09049
9,50,416,416,100.0,09050
9,51,295,295,100.0,09051
10,1,260,260,100.0,10001
10,2,284,284,100.0,10002
10,3,304,304,100.0,10003
10,4,242,242,100.0,10004
10,5,237,237,100.0,10005
10,6,257,257,100.0,10006
10,7,236,236,100.0,10007
10,8,148,148,100.0,10008
10,9,272,272,100.0,10009
10,10,352,352,100.0,10010
10,11,433,433,100.0,10011
10,12,233,233,100.0,10012
10,13,278,278,100.0,10013
10,14,418,418,100.0,10014
10,15,543,543,100.0,10015
10,16,233,233,100.0,10016
10,17,370,370,100.0,10017
10,18,185,185,100.0,10018
10,19,327,327,100.0,10019
10,20,343,343,100.0,10020
10,21,322,322,100.0,10021
10,22,200,200,100.0,10022
10,23,300,300,100.0,10023
10,24,285,285,100.0,10024
10,25,97,97,100.0,10025
10,26,251,251,100.0,10026
10,27,288,288,100.0,10027
10,28,380,380,100.0,10028
10,29,353,353,100.0,10029
10,30,318,318,100.0,10030
10,31,296,296,100.0,10031
10,32,345,345,100.0,10032
10,33,275,275,100.0,10033
10,34,204,204,100.0,10034
10,35,331,331,100.0,10035
10,36,88,88,100.0,10036
11,1,383,383,100.0,11001
11,2,29,29,100.0,11002
11,3,402,402,100.0,11003
11,4,313,313,100.0,11004
11,5,503,503,100.0,11005
11,6,635,635,100.0,11006
11,7,400,400,100.0,11007
11,8,382,382,100.0,11008
11,9,328,328,100.0,11009
11,10,384,384,100.0,11010
11,11,402,402,100.0,11011
11,12,429,429,100.0,11012
11,13,367,367,100.0,11013
11,14,190,190,100.0,11014
11,15,139,139,100.0,11015
11,16,254,254,100.0,11016
11,17,483,483,100.0,11017
11,18,290,290,100.0,11018
11,19,508,508,100.0,11019
11,20,256,256,100.0,11020
11,21,404,404,100.0,11021
11,22,481,481,100.0,11022
11,23,197,197,100.0,11023
11,24,418,418,100.0,11024
11,25,461,461,100.0,11025
11,26,383,383,100.0,11026
11,27,153,153,100.0,11027
11,28,164,164,100.0,11028
11,29,422,422,100.0,11029
11,30,184,184,100.0,11030
11,31,330,330,100.0,11031
11,32,143,143,100.0,11032
11,33,536,536,100.0,11033
11,34,102,102,100.0,11034
11,35,61,61,100.0,11035
11,36,181,181,100.0,11036
11,37,110,110,100.0,11037
11,38,211,211,100.0,11038
12,1,332,332,100.0,12001
12,2,264,264,100.0,12002
12,3,423,423,100.0,12003
12,4,401,401,100.0,12004
12,5,291,291,100.0,12005
12,6,419,419,100.0,12006
12,7,316,316,100.0,12007
12,8,312,312,100.0,12008
12,9,269,269,100.0,12009
12,10,429,429,100.0,12010
12,11,356,356,100.0,12011
12,12,348,348,100.0,12012
12,13,379,379,100.0,12013
12,14,307,307,100.0,12014
12,15,298,298,100.0,12015
12,16,302,302,100.0,12016
12,17,410,410,100.0,12017
12,18,293,293,100.0,12018
12,19,346,346,100.0,12019
12,20,430,430,100.0,12020
12,21,384,384,100.0,12021
12,22,337,337,100.0,12022
12,23,347,347,100.0,12023
13,1,267,267,100.0,13001
13,2,212,212,100.0,13002
13,3,252,252,100.0,13003
13,4,294,294,100.0,13004
13,5,396,396,100.0,13005
13,6,245,245,100.0,13006
13,7,260,260,100.0,13007
13,8,222,222,100.0,13008
13,9,355,355,100.0,13009
13,10,221,221,100.0,13010
13,11,300,300,100.0,13011
13,12,271,271,100.0,13012
13,13,297,297,100.0,13013
13,14,268,268,100.0,13014
13,15,450,450,100.0,13015
13,16,239,239,100.0,13016
13,17,258,258,100.0,13017
13,18,230,230,100.0,13018
13,19,390,390,100.0,13019
13,20,190,190,100.0,13020
13,21,284,284,100.0,13021
13,22,291,291,100.0,13022
13,23,246,246,100.0,13023
13,24,307,307,100.0,13024
13,25,325,325,100.0,13025
13,26,310,310,100.0,13026
13,27,277,277,100.0,13027
13,28,236,236,100.0,13028
13,29,263,263,100.0,13029
13,30,261,261,100.0,13030
13,31,306,306,100.0,13031
13,32,231,231,100.0,13032
13,33,255,255,100.0,13033
13,34,317,317,100.0,13034
13,35,259,259,100.0,13035
13,36,231,231,100.0,13036
13,37,297,297,100.0,13037
13,38,222,222,100.0,13038
13,39,317,317,100.0,13039
13,40,276,276,100.0,13040
13,41,391,391,100.0,13041
13,42,275,275,100.0,13042
13,43,284,284,100.0,13043
13,44,333,333,100.0,13044
13,45,300,300,100.0,13045
13,46,361,361,100.0,13046
13,47,344,344,100.0,13047
13,48,244,244,100.0,13048
14,1,298,298,100.0,14001
14,2,503,503,100.0,14002
14,3,320,320,100.0,14003
14,4,291,291,100.0,14004
14,5,468,468,100.0,14005
14,6,177,177,100.0,14006
14,7,464,464,100.0,14007
14,8,409,409,100.0,14008
14,9,368,368,100.0,14009
14,10,255,255,100.0,14010
14,11,197,197,100.0,14011
14,12,367,367,100.0,14012
14,13,330,330,100.0,14013
14,14,339,339,100.0,14014
14,15,336,336,100.0,14015
14,16,238,238,100.0,14016
14,17,274,274,100.0,14017
14,18,161,161,100.0,14018
14,19,343,343,100.0,14019
14,20,266,266,100.0,14020
14,21,336,336,100.0,14021
14,22,402,402,100.0,14022
14,23,251,251,100.0,14023
14,24,358,358,100.0,14024
14,25,164,164,100.0,14025
14,26,252,252,100.0,14026
14,27,341,341,100.0,14027
14,28,310,310,100.0,14028
14,29,233,233,100.0,14029
14,30,251,251,100.0,14030
14,31,194,194,100.0,14031
15,1,275,275,100.0,15001
15,2,179,179,100.0,15002
15,3,182,182,100.0,15003
15,4,344,344,100.0,15004
15,5,285,285,100.0,15005
15,6,337,337,100.0,15006
15,7,170,170,100.0,15007
15,8,325,325,100.0,15008
15,9,449,449,100.0,15009
15,10,435,435,100.0,15010
15,11,422,422,100.0,15011
15,12,409,409,100.0,15012
15,13,340,340,100.0,15013
15,14,277,277,100.0,15014
15,15,277,277,100.0,15015
15,16,388,388,100.0,15016
15,17,188,188,100.0,15017
15,18,142,142,100.0,15018
15,19,271,271,100.0,15019
15,20,184,184,100.0,15020
15,21,146,146,100.0,15021
15,22,153,153,100.0,15022
15,23,204,204,100.0,15023
15,24,183,183,100.0,15024
16,1,415,415,100.0,16001
16,2,224,224,100.0,16002
16,3,225,225,100.0,16003
16,4,237,237,100.0,16004
16,5,182,182,100.0,16005
16,6,204,204,100.0,16006
16,7,244,244,100.0,16007
16,8,162,162,100.0,16008
16,9,216,216,100.0,16009
16,10,205,205,100.0,16010
16,11,254,254,100.0,16011
16,12,207,207,100.0,16012
16,13,286,286,100.0,16013
16,14,163,163,100.0,16014
16,15,217,217,100.0,16015
16,16,190,190,100.0,16016
16,17,323,323,100.0,16017
16,18,256,256,100.0,16018
16,19,225,225,100.0,16019
16,20,150,150,100.0,16020
16,21,192,192,100.0,16021
16,22,211,211,100.0,16022
16,23,353,353,100.0,16023
16,24,117,117,100.0,16024
16,25,240,240,100.0,16025
16,26,155,155,100.0,16026
16,27,154,154,100.0,16027
16,28,173,173,100.0,16028
16,29,184,184,100.0,16029
16,30,166,166,100.0,16030
16,31,203,203,100.0,16031
16,32,347,347,100.0,16032
16,33,173,173,100.0,16033
16,34,195,195,100.0,16034
16,35,353,353,100.0,16035
16,36,164,164,100.0,16036
17,1,298,298,100.0,17001
17,2,272,272,100.0,17002
17,3,285,285,100.0,17003
17,4,281,281,100.0,17004
17,5,212,212,100.0,17005
17,6,292,292,100.0,17006
17,7,275,275,100.0,17007
17,8,235,235,100.0,17008
17,9,230,230,100.0,17009
17,10,353,353,100.0,17010
17,11,208,208,100.0,17011
17,12,414,414,100.0,17012
17,13,211,211,100.0,17013
17,14,324,324,100.0,17014
17,15,285,285,100.0,17015
17,16,318,318,100.0,17016
17,17,293,293,100.0,17017
17,18,341,341,100.0,17018
17,19,178,178,100.0,17019
17,20,381,381,100.0,17020
17,21,326,326,100.0,17021
17,22,280,280,100.0,17022
17,23,185,185,100.0,17023
17,24,295,295,100.0,17024
17,25,215,215,100.0,17025
17,26,299,299,100.0,17026
17,27,252,252,100.0,17027
17,28,217,217,100.0,17028
17,29,283,283,100.0,17029
17,30,298,298,100.0,17030
17,31,191,191,100.0,17031
17,32,223,223,100.0,17032
17,33,168,168,100.0,17033
17,34,215,215,100.0,17034
17,35,195,195,100.0,17035
17,36,251,251,100.0,17036
17,37,249,249,100.0,17037
17,38,292,292,100.0,17038
17,39,264,264,100.0,17039
17,40,317,317,100.0,17040
17,41,399,399,100.0,17041
18,1,313,313,100.0,18001
18,2,363,363,100.0,18002
18,3,264,264,100.0,18003
18,4,356,356,100.0,18004
18,5,192,192,100.0,18005
18,6,285,285,100.0,18006
18,7,327,327,100.0,18007
18,8,342,342,100.0,18008
18,9,319,319,100.0,18009
18,10,430,430,100.0,18010
18,11,315,315,100.0,18011
18,12,305,305,100.0,18012
18,13,374,374,100.0,18013
18,14,338,338,100.0,18014
18,15,356,356,100.0,18015
18,16,340,340,100.0,18016
18,17,350,350,100.0,18017
18,18,253,253,100.0,18018
18,19,290,290,100.0,18019
18,20,217,217,100.0,18020
18,21,397,397,100.0,18021
18,22,370,370,100.0,18022
18,23,330,330,100.0,18023
18,24,293,293,100.0,18024
18,25,340,340,100.0,18025
18,26,427,427,100.0,18026
18,27,292,292,100.0,18027
18,28,271,271,100.0,18028
18,29,382,382,100.0,18029
18,30,389,389,100.0,18030
18,31,350,350,100.0,18031
18,32,321,321,100.0,18032
18,33,253,253,100.0,18033
18,34,350,350,100.0,18034
18,35,405,405,100.0,18035
18,36,356,356,100.0,18036
18,37,406,406,100.0,18037
18,38,303,303,100.0,18038
18,39,284,284,100.0,18039
18,40,355,355,100.0,18040
18,41,404,404,100.0,18041
18,42,280,280,100.0,18042
18,43,289,289,100.0,18043
18,44,280,280,100.0,18044
18,45,339,339,100.0,18045
18,46,347,347,100.0,18046
18,47,250,250,100.0,18047
18,48,270,270,100.0,18048
18,49,227,227,100.0,18049
18,50,228,228,100.0,18050
19,1,260,260,100.0,19001
19,2,475,475,100.0,19002
19,3,214,214,100.0,19003
19,4,327,327,100.0,19004
19,5,387,387,100.0,19005
19,6,300,300,100.0,19006
19,7,258,258,100.0,19007
19,8,316,316,100.0,19008
19,9,210,210,100.0,19009
19,10,442,442,100.0,19010
19,11,234,234,100.0,19011
19,12,216,216,100.0,19012
19,13,422,422,100.0,19013
19,14,386,386,100.0,19014
19,15,384,384,100.0,19015
19,16,291,291,100.0,19016
19,17,268,268,100.0,19017
19,18,356,356,100.0,19018
19,19,431,431,100.0,19019
19,20,310,310,100.0,19020
19,21,294,294,100.0,19021
19,22,388,388,100.0,19022
19,23,325,325,100.0,19023
19,24,220,220,100.0,19024
19,25,328,328,100.0,19025
19,26,330,330,100.0,19026
19,27,364,364,100.0,19027
19,28,419,419,100.0,19028
19,29,278,278,100.0,19029
19,30,285,285,100.0,19030
19,31,315,315,100.0,19031
19,32,268,268,100.0,19032
19,33,291,291,100.0,19033
19,34,307,307,100.0,19034
19,35,330,330,100.0,19035
19,36,492,492,100.0,19036
19,37,379,379,100.0,19037
19,38,328,328,100.0,19038
19,39,192,192,100.0,19039
19,40,364,364,100.0,19040
19,41,250,250,100.0,19041
19,42,289,289,100.0,19042
19,43,484,484,100.0,19043
19,44,308,308,100.0,19044
19,45,355,355,100.0,19045
19,46,282,282,100.0,19046
19,47,516,516,100.0,19047
19,48,420,420,100.0,19048
19,49,443,443,100.0,19049
19,50,288,288,100.0,19050
19,51,365,365,100.0,19051
19,52,340,340,100.0,19052
19,53,305,305,100.0,19053
19,54,200,200,100.0,19054
19,55,226,226,100.0,19055
19,56,395,395,100.0,19056
19,57,301,301,100.0,19057
20,1,365,365,100.0,20001
20,2,102,102,100.0,20002
20,3,315,315,100.0,20003
20,4,143,143,100.0,20004
20,5,394,394,100.0,20005
20,6,129,129,100.0,20006
20,7,384,384,100.0,20007
20,8,277,277,100.0,20008
20,9,485,485,100.0,20009
20,10,229,229,100.0,20010
20,11,409,409,100.0,20011
20,12,288,288,100.0,20012
20,13,289,289,100.0,20013
20,14,183,183,100.0,20014
20,15,295,295,100.0,20015
20,16,392,392,100.0,20016
20,17,181,181,100.0,20017
20,18,205,205,100.0,20018
20,19,334,334,100.0,20019
20,20,235,235,100.0,20020
20,21,241,241,100.0,20021
20,22,459,459,100.0,20022
20,23,280,280,100.0,20023
20,24,432,432,100.0,20024
20,25,194,194,100.0,20025
20,26,326,326,100.0,20026
20,27,158,158,100.0,20027
20,28,211,211,100.0,20028
20,29,330,330,100.0,20029
20,30,131,131,100.0,20030
20,31,374,374,100.0,20031
20,32,248,248,100.0,20032
20,33,208,208,100.0,20033
20,34,426,426,100.0,20034
20,35,210,210,100.0,20035
20,36,102,102,100.0,20036
20,37,84,84,100.0,20037
20,38,97,97,100.0,20038
20,39,21,21,100.0,20039
21,1,338,338,100.0,21001
21,2,222,222,100.0,21002
21,3,308,308,100.0,21003
21,4,316,316,100.0,21004
21,5,327,327,100.0,21005
21,6,254,254,100.0,21006
21,7,326,326,100.0,21007
21,8,339,339,100.0,21008
21,9,325,325,100.0,21009
21,10,264,264,100.0,21010
21,11,291,291,100.0,21011
21,12,285,285,100.0,21012
21,13,302,302,100.0,21013
21,14,348,348,100.0,21014
21,15,283,283,100.0,21015
21,16,283,283,100.0,21016
21,17,255,255,100.0,21017
21,18,334,334,100.0,21018
21,19,370,370,100.0,21019
21,20,286,286,100.0,21020
21,21,256,256,100.0,21021
21,22,287,287,100.0,21022
21,23,277,277,100.0,21023
21,24,345,345,100.0,21024
21,25,273,273,100.0,21025
21,26,311,311,100.0,21026
21,27,357,357,100.0,21027
21,28,352,352,100.0,21028
21,29,341,341,100.0,21029
21,30,264,264,100.0,21030
21,31,232,232,100.0,21031
21,32,315,315,100.0,21032
21,33,261,261,100.0,21033
21,34,288,288,100.0,21034
21,35,377,377,100.0,21035
21,36,289,289,100.0,21036
21,37,234,234,100.0,21037
21,38,319,319,100.0,21038
21,39,326,326,100.0,21039
21,40,266,266,100.0,21040
21,41,321,321,100.0,21041
21,42,331,331,100.0,21042
21,43,329,329,100.0,21043
21,44,338,338,100.0,21044
21,45,303,303,100.0,21045
21,46,339,339,100.0,21046
21,47,275,275,100.0,21047
21,48,283,283,100.0,21048
21,49,346,346,100.0,21049
21,50,209,209,100.0,21050
21,51,338,338,100.0,21051
21,52,296,296,100.0,21052
21,53,234,234,100.0,21053
21,54,258,258,100.0,21054
22,1,180,180,100.0,22001
22,2,384,384,100.0,22002
22,3,524,524,100.0,22003
22,4,267,267,100.0,22004
22,5,271,271,100.0,22005
22,6,296,296,100.0,22006
22,7,286,286,100.0,22007
22,8,462,462,100.0,22008
22,9,250,250,100.0,22009
22,10,420,420,100.0,22010
22,11,233,233,100.0,22011
22,12,240,240,100.0,22012
22,13,327,327,100.0,22013
22,14,264,264,100.0,22014
22,15,288,288,100.0,22015
22,16,275,275,100.0,22016
22,17,410,410,100.0,22017
22,18,281,281,100.0,22018
22,19,153,153,100.0,22019
22,20,350,350,100.0,22020
22,21,278,278,100.0,22021
22,22,301,301,100.0,22022
22,23,338,338,100.0,22023
22,24,396,396,100.0,22024
22,25,311,311,100.0,22025
23,1,247,247,100.0,23001
23,2,297,297,100.0,23002
23,3,240,240,100.0,23003
23,4,311,311,100.0,23004
23,5,317,317,100.0,23005
23,6,303,303,100.0,23006
23,7,320,320,100.0,23007
23,8,373,373,100.0,23008
23,9,316,316,100.0,23009
23,10,361,361,100.0,23010
23,11,384,384,100.0,23011
23,12,283,283,100.0,23012
23,13,296,296,100.0,23013
23,14,258,258,100.0,23014
