ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,precinct_id
23,12,296,296,100.0,23012
23,13,338,338,100.0,23013
23,14,279,279,100.0,23014
23,15,336,336,100.0,23015
23,16,293,293,100.0,23016
23,17,273,273,100.0,23017
23,18,277,277,100.0,23018
23,19,345,345,100.0,23019
23,20,271,271,100.0,23020
23,21,317,317,100.0,23021
23,22,341,341,100.0,23022
23,23,290,290,100.0,23023
23,24,340,340,100.0,23024
23,25,380,380,100.0,23025
23,26,359,359,100.0,23026
23,27,277,277,100.0,23027
23,28,329,329,100.0,23028
23,29,288,288,100.0,23029
23,30,430,430,100.0,23030
23,31,300,300,100.0,23031
23,32,387,387,100.0,23032
23,33,408,408,100.0,23033
23,34,390,390,100.0,23034
23,35,253,253,100.0,23035
23,36,312,312,100.0,23036
23,37,296,296,100.0,23037
23,38,288,288,100.0,23038
23,39,377,377,100.0,23039
24,1,349,349,100.0,24001
24,2,381,381,100.0,24002
24,3,451,451,100.0,24003
24,4,319,319,100.0,24004
24,5,251,251,100.0,24005
24,6,399,399,100.0,24006
24,7,237,237,100.0,24007
24,8,185,185,100.0,24008
24,9,408,408,100.0,24009
24,10,194,194,100.0,24010
24,11,457,457,100.0,24011
24,12,266,266,100.0,24012
24,13,257,257,100.0,24013
24,14,368,368,100.0,24014
24,15,249,249,100.0,24015
24,16,398,398,100.0,24016
24,17,325,325,100.0,24017
24,18,400,400,100.0,24018
24,19,478,478,100.0,24019
24,20,344,344,100.0,24020
24,21,219,219,100.0,24021
24,22,537,537,100.0,24022
24,23,375,375,100.0,24023
24,24,503,503,100.0,24024
24,25,305,305,100.0,24025
24,26,516,516,100.0,24026
24,27,411,411,100.0,24027
24,28,285,285,100.0,24028
24,29,277,277,100.0,24029
24,30,214,214,100.0,24030
24,31,435,435,100.0,24031
24,32,233,233,100.0,24032
24,33,245,245,100.0,24033
24,34,369,369,100.0,24034
24,35,380,380,100.0,24035
24,36,466,466,100.0,24036
24,37,263,263,100.0,24037
24,38,304,304,100.0,24038
24,39,416,416,100.0,24039
24,40,418,418,100.0,24040
24,41,296,296,100.0,24041
25,1,392,392,100.0,25001
25,2,446,446,100.0,25002
25,3,560,560,100.0,25003
25,4,460,460,100.0,25004
25,5,443,443,100.0,25005
25,6,114,114,100.0,25006
25,7,417,417,100.0,25007
25,8,495,495,100.0,25008
25,9,460,460,100.0,25009
25,10,626,626,100.0,25010
25,11,474,474,100.0,25011
25,12,421,421,100.0,25012
25,13,466,466,100.0,25013
25,14,230,230,100.0,25014
25,15,385,385,100.0,25015
25,16,565,565,100.0,25016
25,17,439,439,100.0,25017
25,18,218,218,100.0,25018
25,19,434,434,100.0,25019
25,20,349,349,100.0,25020
25,21,772,772,100.0,25021
25,22,439,439,100.0,25022
25,23,489,489,100.0,25023
25,24,454,454,100.0,25024
25,25,442,442,100.0,25025
25,26,434,434,100.0,25026
25,27,600,600,100.0,25027
25,28,454,454,100.0,25028
25,29,424,424,100.0,25029
25,30,430,430,100.0,25030
25,31,730,730,100.0,25031
25,32,363,363,100.0,25032
26,1,364,364,100.0,26001
26,2,333,333,100.0,26002
26,3,397,397,100.0,26003
26,4,269,269,100.0,26004
26,5,322,322,100.0,26005
26,6,286,286,100.0,26006
26,7,345,345,100.0,26007
26,8,190,190,100.0,26008
26,9,314,314,100.0,26009
26,10,329,329,100.0,26010
26,11,323,323,100.0,26011
26,12,353,353,100.0,26012
26,13,212,212,100.0,26013
26,14,273,273,100.0,26014
26,15,201,201,100.0,26015
26,16,221,221,100.0,26016
26,17,261,261,100.0,26017
26,18,284,284,100.0,26018
26,19,259,259,100.0,26019
26,20,296,296,100.0,26020
26,21,456,456,100.0,26021
26,22,222,222,100.0,26022
26,23,223,223,100.0,26023
26,24,329,329,100.0,26024
26,25,297,297,100.0,26025
26,26,238,238,100.0,26026
26,27,350,350,100.0,26027
26,28,437,437,100.0,26028
26,29,195,195,100.0,26029
26,30,278,278,100.0,26030
26,31,163,163,100.0,26031
26,32,391,391,100.0,26032
26,33,329,329,100.0,26033
26,34,377,377,100.0,26034
26,35,269,269,100.0,26035
26,36,339,339,100.0,26036
26,37,382,382,100.0,26037
26,38,190,190,100.0,26038
26,39,362,362,100.0,26039
26,40,241,241,100.0,26040
26,41,397,397,100.0,26041
26,42,256,256,100.0,26042
26,43,219,219,100.0,26043
26,44,202,202,100.0,26044
26,45,188,188,100.0,26045
26,46,242,242,100.0,26046
26,47,248,248,100.0,26047
26,48,337,337,100.0,26048
26,49,195,195,100.0,26049
27,1,543,543,100.0,27001
27,2,441,441,100.0,27002
27,3,271,271,100.0,27003
27,4,269,269,100.0,27004
27,5,339,339,100.0,27005
27,6,412,412,100.0,27006
27,7,568,568,100.0,27007
27,8,395,395,100.0,27008
27,9,200,200,100.0,27009
27,10,452,452,100.0,27010
27,11,454,454,100.0,27011
27,12,289,289,100.0,27012
27,13,513,513,100.0,27013
27,14,282,282,100.0,27014
27,15,315,315,100.0,27015
27,16,472,472,100.0,27016
27,17,473,473,100.0,27017
27,18,330,330,100.0,27018
27,19,286,286,100.0,27019
27,20,400,400,100.0,27020
27,21,409,409,100.0,27021
27,22,253,253,100.0,27022
27,23,339,339,100.0,27023
27,24,345,345,100.0,27024
27,25,406,406,100.0,27025
27,26,348,348,100.0,27026
27,27,566,566,100.0,27027
27,28,205,205,100.0,27028
27,29,348,348,100.0,27029
27,30,236,236,100.0,27030
27,31,362,362,100.0,27031
27,32,371,371,100.0,27032
27,33,420,420,100.0,27033
27,34,412,412,100.0,27034
27,35,430,430,100.0,27035
27,36,340,340,100.0,27036
27,37,434,434,100.0,27037
27,38,620,620,100.0,27038
27,39,305,305,100.0,27039
27,40,543,543,100.0,27040
27,41,401,401,100.0,27041
27,42,287,287,100.0,27042
27,43,366,366,100.0,27043
27,44,351,351,100.0,27044
27,45,754,754,100.0,27045
27,46,271,271,100.0,27046
27,47,311,311,100.0,27047
27,48,670,670,100.0,27048
27,49,351,351,100.0,27049
27,50,436,436,100.0,27050
28,1,358,358,100.0,28001
28,2,372,372,100.0,28002
28,3,363,363,100.0,28003
28,4,295,295,100.0,28004
28,5,193,193,100.0,28005
28,6,173,173,100.0,28006
28,7,469,469,100.0,28007
28,8,381,381,100.0,28008
28,9,405,405,100.0,28009
28,10,459,459,100.0,28010
28,11,736,736,100.0,28011
28,12,426,426,100.0,28012
28,13,382,382,100.0,28013
28,14,367,367,100.0,28014
28,15,132,132,100.0,28015
28,16,287,287,100.0,28016
28,17,383,383,100.0,28017
28,18,299,299,100.0,28018
28,19,328,328,100.0,28019
28,20,392,392,100.0,28020
28,21,346,346,100.0,28021
28,22,366,366,100.0,28022
28,23,510,510,100.0,28023
28,24,362,362,100.0,28024
28,25,505,505,100.0,28025
28,26,497,497,100.0,28026
28,27,343,343,100.0,28027
28,28,402,402,100.0,28028
28,29,229,229,100.0,28029
28,30,59,59,100.0,28030
28,31,522,522,100.0,28031
28,32,419,419,100.0,28032
28,33,484,484,100.0,28033
28,34,776,776,100.0,28034
28,35,471,471,100.0,28035
28,36,236,236,100.0,28036
28,37,560,560,100.0,28037
28,38,195,195,100.0,28038
28,39,318,318,100.0,28039
28,40,532,532,100.0,28040
28,41,322,322,100.0,28041
28,42,473,473,100.0,28042
28,43,529,529,100.0,28043
28,44,306,306,100.0,28044
28,45,378,378,100.0,28045
28,46,619,619,100.0,28046
29,1,506,506,100.0,29001
29,2,680,680,100.0,29002
29,3,556,556,100.0,29003
29,4,533,533,100.0,29004
29,5,462,462,100.0,29005
29,6,428,428,100.0,29006
29,7,431,431,100.0,29007
29,8,471,471,100.0,29008
29,9,446,446,100.0,29009
29,10,494,494,100.0,29010
29,11,302,302,100.0,29011
29,12,562,562,100.0,29012
29,13,524,524,100.0,29013
29,14,463,463,100.0,29014
29,15,553,553,100.0,29015
29,16,520,520,100.0,29016
29,17,463,463,100.0,29017
29,18,496,496,100.0,29018
29,19,537,537,100.0,29019
29,20,597,597,100.0,29020
29,21,629,629,100.0,29021
29,22,360,360,100.0,29022
29,23,423,423,100.0,29023
29,24,454,454,100.0,29024
29,25,537,537,100.0,29025
29,26,451,451,100.0,29026
29,27,411,411,100.0,29027
29,28,610,610,100.0,29028
29,29,362,362,100.0,29029
29,30,473,473,100.0,29030
29,31,361,361,100.0,29031
29,32,342,342,100.0,29032
29,33,322,322,100.0,29033
29,34,265,265,100.0,29034
29,35,373,373,100.0,29035
29,36,404,404,100.0,29036
29,37,447,447,100.0,29037
29,38,387,387,100.0,29038
29,39,372,372,100.0,29039
29,40,546,546,100.0,29040
29,41,423,423,100.0,29041
29,42,528,528,100.0,29042
29,43,523,523,100.0,29043
29,44,590,590,100.0,29044
30,1,439,439,100.0,30001
30,2,388,388,100.0,30002
30,3,303,303,100.0,30003
30,4,362,362,100.0,30004
30,5,327,327,100.0,30005
30,6,329,329,100.0,30006
30,7,432,432,100.0,30007
30,8,443,443,100.0,30008
30,9,318,318,100.0,30009
30,10,451,451,100.0,30010
30,11,389,389,100.0,30011
30,12,378,378,100.0,30012
30,13,357,357,100.0,30013
30,14,265,265,100.0,30014
30,15,316,316,100.0,30015
30,16,196,196,100.0,30016
30,17,396,396,100.0,30017
30,18,465,465,100.0,30018
30,19,420,420,100.0,30019
30,20,418,418,100.0,30020
30,21,295,295,100.0,30021
30,22,522,522,100.0,30022
30,23,461,461,100.0,30023
30,24,470,470,100.0,30024
30,25,513,513,100.0,30025
30,26,250,250,100.0,30026
30,27,268,268,100.0,30027
30,28,462,462,100.0,30028
30,29,270,270,100.0,30029
30,30,189,189,100.0,30030
30,31,260,260,100.0,30031
30,32,315,315,100.0,30032
31,1,272,272,100.0,31001
31,2,231,231,100.0,31002
31,3,264,264,100.0,31003
31,4,368,368,100.0,31004
31,5,284,284,100.0,31005
31,6,232,232,100.0,31006
31,7,450,450,100.0,31007
31,8,221,221,100.0,31008
31,9,308,308,100.0,31009
31,10,290,290,100.0,31010
31,11,240,240,100.0,31011
31,12,256,256,100.0,31012
31,13,305,305,100.0,31013
31,14,269,269,100.0,31014
31,15,238,238,100.0,31015
31,16,339,339,100.0,31016
31,17,264,264,100.0,31017
31,18,248,248,100.0,31018
31,19,238,238,100.0,31019
31,20,268,268,100.0,31020
31,21,272,272,100.0,31021
31,22,270,270,100.0,31022
31,23,266,266,100.0,31023
31,24,283,283,100.0,31024
31,25,264,264,100.0,31025
31,26,293,293,100.0,31026
31,27,289,289,100.0,31027
31,28,279,279,100.0,31028
31,29,252,252,100.0,31029
31,30,225,225,100.0,31030
31,31,241,241,100.0,31031
31,32,254,254,100.0,31032
31,33,267,267,100.0,31033
31,34,287,287,100.0,31034
31,35,300,300,100.0,31035
31,36,277,277,100.0,31036
31,37,253,253,100.0,31037
31,38,295,295,100.0,31038
31,39,294,294,100.0,31039
31,40,309,309,100.0,31040
31,41,265,265,100.0,31041
32,1,581,581,100.0,32001
32,2,535,535,100.0,32002
32,3,528,528,100.0,32003
32,4,462,462,100.0,32004
32,5,515,515,100.0,32005
32,6,562,562,100.0,32006
32,7,528,528,100.0,32007
32,8,583,583,100.0,32008
32,9,513,513,100.0,32009
32,10,496,496,100.0,32010
32,11,480,480,100.0,32011
32,12,362,362,100.0,32012
32,13,516,516,100.0,32013
32,14,525,525,100.0,32014
32,15,497,497,100.0,32015
32,16,491,491,100.0,32016
32,17,507,507,100.0,32017
32,18,423,423,100.0,32018
32,19,475,475,100.0,32019
32,20,503,503,100.0,32020
32,21,532,532,100.0,32021
32,22,674,674,100.0,32022
32,23,470,470,100.0,32023
32,24,400,400,100.0,32024
32,25,477,477,100.0,32025
32,26,543,543,100.0,32026
32,27,474,474,100.0,32027
32,28,498,498,100.0,32028
32,29,530,530,100.0,32029
32,30,472,472,100.0,32030
32,31,484,484,100.0,32031
32,32,480,480,100.0,32032
32,33,480,480,100.0,32033
32,34,516,516,100.0,32034
32,35,453,453,100.0,32035
32,36,494,494,100.0,32036
32,37,509,509,100.0,32037
32,38,475,475,100.0,32038
32,39,501,501,100.0,32039
32,40,501,501,100.0,32040
32,41,496,496,100.0,32041
32,42,462,462,100.0,32042
32,43,442,442,100.0,32043
33,1,524,524,100.0,33001
33,2,600,600,100.0,33002
33,3,598,598,100.0,33003
33,4,664,664,100.0,33004
33,5,471,471,100.0,33005
33,6,485,485,100.0,33006
33,7,569,569,100.0,33007
33,8,642,642,100.0,33008
33,9,577,577,100.0,33009
33,10,469,469,100.0,33010
33,11,570,570,100.0,33011
33,12,537,537,100.0,33012
33,13,513,513,100.0,33013
33,14,263,263,100.0,33014
33,15,570,570,100.0,33015
33,16,685,685,100.0,33016
33,17,577,577,100.0,33017
33,18,647,647,100.0,33018
33,19,539,539,100.0,33019
33,20,601,601,100.0,33020
33,21,570,570,100.0,33021
33,22,490,490,100.0,33022
33,23,559,559,100.0,33023
33,24,635,635,100.0,33024
33,25,622,622,100.0,33025
33,26,410,410,100.0,33026
33,27,547,547,100.0,33027
33,28,507,507,100.0,33028
34,1,464,464,100.0,34001
34,2,335,335,100.0,34002
34,3,483,483,100.0,34003
34,4,373,373,100.0,34004
34,5,400,400,100.0,34005
34,6,497,497,100.0,34006
34,7,481,481,100.0,34007
34,8,361,361,100.0,34008
34,9,394,394,100.0,34009
34,10,433,433,100.0,34010
34,11,399,399,100.0,34011
34,12,474,474,100.0,34012
34,13,457,457,100.0,34013
34,14,371,371,100.0,34014
34,15,433,433,100.0,34015
34,16,399,399,100.0,34016
34,17,565,565,100.0,34017
34,18,345,345,100.0,34018
34,19,552,552,100.0,34019
34,20,485,485,100.0,34020
34,21,495,495,100.0,34021
34,22,406,406,100.0,34022
34,23,366,366,100.0,34023
34,24,421,421,100.0,34024
34,25,468,468,100.0,34025
34,26,482,482,100.0,34026
34,27,391,391,100.0,34027
34,28,330,330,100.0,34028
34,29,363,363,100.0,34029
34,30,383,383,100.0,34030
34,31,392,392,100.0,34031
34,32,432,432,100.0,34032
34,33,414,414,100.0,34033
34,34,464,464,100.0,34034
34,35,498,498,100.0,34035
34,36,386,386,100.0,34036
34,37,321,321,100.0,34037
34,38,260,260,100.0,34038
34,39,343,343,100.0,34039
34,40,499,499,100.0,34040
34,41,323,323,100.0,34041
34,42,407,407,100.0,34042
34,43,389,389,100.0,34043
34,44,419,419,100.0,34044
34,45,455,455,100.0,34045
34,46,290,290,100.0,34046
34,47,455,455,100.0,34047
34,48,454,454,100.0,34048
34,49,538,538,100.0,34049
34,50,399,399,100.0,34050
34,51,462,462,100.0,34051
34,52,330,330,100.0,34052
34,53,337,337,100.0,34053
35,1,446,446,100.0,35001
35,2,437,437,100.0,35002
35,3,450,450,100.0,35003
35,4,422,422,100.0,35004
35,5,403,403,100.0,35005
35,6,427,427,100.0,35006
35,7,440,440,100.0,35007
35,8,458,458,100.0,35008
35,9,417,417,100.0,35009
35,10,579,579,100.0,35010
35,11,473,473,100.0,35011
35,12,319,319,100.0,35012
35,13,318,318,100.0,35013
35,14,346,346,100.0,35014
35,15,515,515,100.0,35015
35,16,305,305,100.0,35016
35,17,503,503,100.0,35017
35,18,337,337,100.0,35018
35,19,284,284,100.0,35019
35,20,428,428,100.0,35020
35,21,391,391,100.0,35021
35,22,535,535,100.0,35022
35,23,427,427,100.0,35023
35,24,400,400,100.0,35024
35,25,561,561,100.0,35025
35,26,389,389,100.0,35026
35,27,426,426,100.0,35027
35,28,426,426,100.0,35028
35,29,448,448,100.0,35029
35,30,450,450,100.0,35030
35,31,477,477,100.0,35031
36,1,411,411,100.0,36001
36,2,393,393,100.0,36002
36,3,336,336,100.0,36003
36,4,416,416,100.0,36004
36,5,384,384,100.0,36005
36,6,330,330,100.0,36006
36,7,385,385,100.0,36007
36,8,331,331,100.0,36008
36,9,367,367,100.0,36009
36,10,421,421,100.0,36010
36,11,308,308,100.0,36011
36,12,259,259,100.0,36012
36,13,263,263,100.0,36013
36,14,385,385,100.0,36014
36,15,394,394,100.0,36015
36,16,386,386,100.0,36016
36,17,377,377,100.0,36017
36,18,338,338,100.0,36018
36,19,467,467,100.0,36019
36,20,358,358,100.0,36020
36,21,334,334,100.0,36021
36,22,360,360,100.0,36022
36,23,350,350,100.0,36023
36,24,379,379,100.0,36024
36,25,404,404,100.0,36025
36,26,297,297,100.0,36026
36,27,340,340,100.0,36027
36,28,331,331,100.0,36028
36,29,379,379,100.0,36029
36,30,382,382,100.0,36030
37,1,342,342,100.0,37001
37,2,342,342,100.0,37002
37,3,357,357,100.0,37003
37,4,373,373,100.0,37004
37,5,446,446,100.0,37005
37,6,446,446,100.0,37006
37,7,301,301,100.0,37007
37,8,343,343,100.0,37008
37,9,482,482,100.0,37009
37,10,497,497,100.0,37010
37,11,369,369,100.0,37011
37,12,324,324,100.0,37012
37,13,344,344,100.0,37013
37,14,482,482,100.0,37014
37,15,469,469,100.0,37015
37,16,478,478,100.0,37016
37,17,402,402,100.0,37017
37,18,427,427,100.0,37018
37,19,388,388,100.0,37019
37,20,374,374,100.0,37020
37,21,373,373,100.0,37021
37,22,381,381,100.0,37022
37,23,428,428,100.0,37023
37,24,456,456,100.0,37024
37,25,431,431,100.0,37025
37,26,521,521,100.0,37026
37,27,460,460,100.0,37027
37,28,390,390,100.0,37028
37,29,435,435,100.0,37029
37,30,431,431,100.0,37030
37,31,463,463,100.0,37031
37,32,400,400,100.0,37032
37,33,507,507,100.0,37033
37,34,420,420,100.0,37034
37,35,460,460,100.0,37035
37,36,450,450,100.0,37036
37,37,522,522,100.0,37037
37,38,467,467,100.0,37038
37,39,424,424,100.0,37039
37,40,475,475,100.0,37040
37,41,412,412,100.0,37041
38,1,348,348,100.0,38001
38,2,308,308,100.0,38002
38,3,380,380,100.0,38003
38,4,337,337,100.0,38004
38,5,348,348,100.0,38005
38,6,371,371,100.0,38006
38,7,324,324,100.0,38007
38,8,335,335,100.0,38008
38,9,368,368,100.0,38009
38,10,341,341,100.0,38010
38,11,339,339,100.0,38011
38,12,306,306,100.0,38012
38,13,328,328,100.0,38013
38,14,394,394,100.0,38014
38,15,344,344,100.0,38015
38,16,351,351,100.0,38016
38,17,380,380,100.0,38017
38,18,363,363,100.0,38018
38,19,409,409,100.0,38019
38,20,360,360,100.0,38020
38,21,326,326,100.0,38021
38,22,341,341,100.0,38022
38,23,403,403,100.0,38023
38,24,373,373,100.0,38024
38,25,317,317,100.0,38025
38,26,351,351,100.0,38026
38,27,358,358,100.0,38027
38,28,420,420,100.0,38028
38,29,358,358,100.0,38029
38,30,339,339,100.0,38030
38,31,390,390,100.0,38031
38,32,361,361,100.0,38032
38,33,352,352,100.0,38033
38,34,352,352,100.0,38034
38,35,370,370,100.0,38035
38,36,350,350,100.0,38036
38,37,369,369,100.0,38037
38,38,335,335,100.0,38038
38,39,417,417,100.0,38039
38,40,367,367,100.0,38040
38,41,371,371,100.0,38041
39,1,354,354,100.0,39001
39,2,303,303,100.0,39002
39,3,426,426,100.0,39003
39,4,335,335,100.0,39004
39,5,420,420,100.0,39005
39,6,411,411,100.0,39006
39,7,365,365,100.0,39007
39,8,430,430,100.0,39008
39,9,410,410,100.0,39009
39,10,215,215,100.0,39010
39,11,380,380,100.0,39011
39,12,551,551,100.0,39012
39,13,337,337,100.0,39013
39,14,379,379,100.0,39014
39,15,404,404,100.0,39015
39,16,376,376,100.0,39016
39,17,395,395,100.0,39017
39,18,384,384,100.0,39018
39,19,387,387,100.0,39019
39,20,442,442,100.0,39020
39,21,358,358,100.0,39021
39,22,360,360,100.0,39022
39,23,361,361,100.0,39023
39,24,404,404,100.0,39024
39,25,362,362,100.0,39025
39,26,364,364,100.0,39026
39,27,58,58,100.0,39027
39,28,464,464,100.0,39028
39,29,249,249,100.0,39029
39,30,527,527,100.0,39030
39,31,381,381,100.0,39031
39,32,323,323,100.0,39032
39,33,480,480,100.0,39033
39,34,440,440,100.0,39034
39,35,379,379,100.0,39035
39,36,132,132,100.0,39036
39,37,342,342,100.0,39037
39,38,216,216,100.0,39038
39,39,232,232,100.0,39039
39,40,321,321,100.0,39040
39,41,406,406,100.0,39041
39,42,354,354,100.0,39042
39,43,364,364,100.0,39043
39,44,261,261,100.0,39044
39,45,322,322,100.0,39045
40,1,424,424,100.0,40001
40,2,415,415,100.0,40002
40,3,584,584,100.0,40003
40,4,261,261,100.0,40004
40,5,484,484,100.0,40005
40,6,564,564,100.0,40006
40,7,455,455,100.0,40007
40,8,603,603,100.0,40008
40,9,396,396,100.0,40009
40,10,491,491,100.0,40010
40,11,481,481,100.0,40011
40,12,364,364,100.0,40012
40,13,738,738,100.0,40013
40,14,387,387,100.0,40014
40,15,409,409,100.0,40015
40,16,594,594,100.0,40016
40,17,369,369,100.0,40017
40,18,425,425,100.0,40018
40,19,547,547,100.0,40019
40,20,460,460,100.0,40020
40,21,546,546,100.0,40021
40,22,465,465,100.0,40022
40,23,545,545,100.0,40023
40,24,405,405,100.0,40024
40,25,604,604,100.0,40025
40,26,486,486,100.0,40026
40,27,626,626,100.0,40027
40,28,546,546,100.0,40028
40,29,417,417,100.0,40029
40,30,356,356,100.0,40030
40,31,555,555,100.0,40031
40,32,539,539,100.0,40032
40,33,474,474,100.0,40033
40,34,394,394,100.0,40034
40,35,340,340,100.0,40035
40,36,436,436,100.0,40036
40,37,486,486,100.0,40037
40,38,576,576,100.0,40038
40,39,171,171,100.0,40039
41,1,336,336,100.0,41001
41,2,360,360,100.0,41002
41,3,359,359,100.0,41003
41,4,364,364,100.0,41004
41,5,422,422,100.0,41005
41,6,385,385,100.0,41006
41,7,390,390,100.0,41007
41,8,352,352,100.0,41008
41,9,374,374,100.0,41009
41,10,370,370,100.0,41010
41,11,392,392,100.0,41011
41,12,385,385,100.0,41012
41,13,405,405,100.0,41013
41,14,406,406,100.0,41014
41,15,465,465,100.0,41015
41,16,363,363,100.0,41016
41,17,383,383,100.0,41017
41,18,318,318,100.0,41018
41,19,368,368,100.0,41019
41,20,299,299,100.0,41020
41,21,369,369,100.0,41021
41,22,376,376,100.0,41022
41,23,357,357,100.0,41023
41,24,315,315,100.0,41024
41,25,349,349,100.0,41025
41,26,352,352,100.0,41026
41,27,330,330,100.0,41027
41,28,448,448,100.0,41028
41,29,334,334,100.0,41029
41,30,373,373,100.0,41030
41,31,384,384,100.0,41031
41,32,311,311,100.0,41032
41,33,335,335,100.0,41033
41,34,302,302,100.0,41034
41,35,413,413,100.0,41035
41,36,357,357,100.0,41036
41,37,417,417,100.0,41037
41,38,333,333,100.0,41038
41,39,391,391,100.0,41039
41,40,363,363,100.0,41040
41,41,363,363,100.0,41041
41,42,357,357,100.0,41042
41,43,375,375,100.0,41043
41,44,360,360,100.0,41044
41,45,348,348,100.0,41045
41,46,360,360,100.0,41046
41,47,363,363,100.0,41047
42,1,414,414,100.0,42001
42,2,562,562,100.0,42002
42,3,562,562,100.0,42003
42,4,878,878,100.0,42004
42,5,418,418,100.0,42005
42,6,468,468,100.0,42006
42,7,552,552,100.0,42007
42,8,432,432,100.0,42008
42,9,585,585,100.0,42009
42,10,637,637,100.0,42010
42,11,293,293,100.0,42011
42,12,393,393,100.0,42012
42,13,381,381,100.0,42013
42,14,600,600,100.0,42014
42,15,408,408,100.0,42015
42,16,526,526,100.0,42016
42,17,687,687,100.0,42017
42,18,630,630,100.0,42018
42,19,597,597,100.0,42019
42,20,524,524,100.0,42020
42,21,543,543,100.0,42021
42,22,268,268,100.0,42022
42,23,483,483,100.0,42023
42,24,448,448,100.0,42024
42,25,526,526,100.0,42025
42,26,560,560,100.0,42026
42,27,355,355,100.0,42027
42,28,558,558,100.0,42028
42,29,500,500,100.0,42029
42,30,361,361,100.0,42030
42,31,604,604,100.0,42031
42,32,520,520,100.0,42032
42,33,605,605,100.0,42033
42,34,392,392,100.0,42034
42,35,711,711,100.0,42035
42,36,810,810,100.0,42036
42,37,380,380,100.0,42037
42,38,461,461,100.0,42038
42,39,577,577,100.0,42039
42,40,696,696,100.0,42040
42,41,532,532,100.0,42041
42,42,843,843,100.0,42042
43,1,277,277,100.0,43001
43,2,496,496,100.0,43002
43,3,449,449,100.0,43003
43,4,626,626,100.0,43004
43,5,425,425,100.0,43005
43,6,412,412,100.0,43006
43,7,312,312,100.0,43007
43,8,378,378,100.0,43008
43,9,512,512,100.0,43009
43,10,519,519,100.0,43010
43,11,466,466,100.0,43011
43,12,362,362,100.0,43012
43,13,516,516,100.0,43013
43,14,464,464,100.0,43014
43,15,549,549,100.0,43015
43,16,574,574,100.0,43016
43,17,418,418,100.0,43017
43,18,522,522,100.0,43018
43,19,543,543,100.0,43019
43,20,520,520,100.0,43020
43,21,537,537,100.0,43021
43,22,376,376,100.0,43022
43,23,372,372,100.0,43023
43,24,411,411,100.0,43024
43,25,400,400,100.0,43025
43,26,320,320,100.0,43026
43,27,477,477,100.0,43027
43,28,640,640,100.0,43028
43,29,508,508,100.0,43029
43,30,664,664,100.0,43030
43,31,492,492,100.0,43031
43,32,575,575,100.0,43032
43,33,459,459,100.0,43033
43,34,359,359,100.0,43034
43,35,498,498,100.0,43035
43,36,312,312,100.0,43036
43,37,642,642,100.0,43037
43,38,361,361,100.0,43038
43,39,562,562,100.0,43039
43,40,402,402,100.0,43040
43,41,669,669,100.0,43041
43,42,478,478,100.0,43042
43,43,480,480,100.0,43043
43,44,471,471,100.0,43044
43,45,312,312,100.0,43045
43,46,309,309,100.0,43046
44,1,911,911,100.0,44001
44,2,527,527,100.0,44002
44,3,323,323,100.0,44003
44,4,488,488,100.0,44004
44,5,623,623,100.0,44005
44,6,702,702,100.0,44006
44,7,366,366,100.0,44007
44,8,742,742,100.0,44008
44,9,489,489,100.0,44009
44,10,542,542,100.0,44010
44,11,590,590,100.0,44011
44,12,616,616,100.0,44012
44,13,469,469,100.0,44013
44,14,519,519,100.0,44014
44,15,523,523,100.0,44015
44,16,592,592,100.0,44016
44,17,720,720,100.0,44017
44,18,554,554,100.0,44018
44,19,664,664,100.0,44019
44,20,606,606,100.0,44020
44,21,663,663,100.0,44021
44,22,580,580,100.0,44022
44,23,590,590,100.0,44023
44,24,407,407,100.0,44024
44,25,518,518,100.0,44025
44,26,656,656,100.0,44026
44,27,593,593,100.0,44027
44,28,597,597,100.0,44028
44,29,609,609,100.0,44029
44,30,621,621,100.0,44030
44,31,512,512,100.0,44031
44,32,649,649,100.0,44032
44,33,591,591,100.0,44033
44,34,598,598,100.0,44034
44,35,625,625,100.0,44035
44,36,580,580,100.0,44036
44,37,634,634,100.0,44037
44,38,556,556,100.0,44038
44,39,527,527,100.0,44039
44,40,512,512,100.0,44040
44,41,720,720,100.0,44041
45,1,347,347,100.0,45001
45,2,369,369,100.0,45002
45,3,364,364,100.0,45003
45,4,491,491,100.0,45004
45,5,389,389,100.0,45005
45,6,475,475,100.0,45006
45,7,572,572,100.0,45007
45,8,429,429,100.0,45008
45,9,425,425,100.0,45009
45,10,439,439,100.0,45010
45,11,322,322,100.0,45011
45,12,374,374,100.0,45012
45,13,340,340,100.0,45013
45,14,543,543,100.0,45014
45,15,516,516,100.0,45015
45,16,342,342,100.0,45016
45,17,450,450,100.0,45017
45,18,415,415,100.0,45018
45,19,220,220,100.0,45019
45,20,286,286,100.0,45020
45,21,330,330,100.0,45021
45,22,368,368,100.0,45022
45,23,355,355,100.0,45023
45,24,291,291,100.0,45024
45,25,236,236,100.0,45025
45,26,205,205,100.0,45026
45,27,345,345,100.0,45027
45,28,309,309,100.0,45028
45,29,246,246,100.0,45029
45,30,392,392,100.0,45030
45,31,301,301,100.0,45031
45,32,332,332,100.0,45032
45,33,267,267,100.0,45033
45,34,420,420,100.0,45034
45,35,367,367,100.0,45035
45,36,379,379,100.0,45036
45,37,372,372,100.0,45037
45,38,345,345,100.0,45038
45,39,363,363,100.0,45039
45,40,368,368,100.0,45040
