ward,precinct,total,precinct_id
46,1,0,46001
46,2,0,46002
46,3,0,46003
46,4,0,46004
46,5,0,46005
46,6,0,46006
46,7,0,46007
46,8,0,46008
46,9,0,46009
46,10,0,46010
46,11,0,46011
46,12,0,46012
46,13,0,46013
46,14,0,46014
46,15,0,46015
46,16,0,46016
46,17,0,46017
46,18,0,46018
46,19,0,46019
46,20,0,46020
46,21,0,46021
46,22,0,46022
46,23,0,46023
46,24,0,46024
46,25,0,46025
46,26,0,46026
46,27,0,46027
46,28,0,46028
46,29,0,46029
46,30,0,46030
46,31,0,46031
46,32,0,46032
46,33,0,46033
46,34,0,46034
46,35,0,46035
46,36,0,46036
46,37,0,46037
46,38,0,46038
46,39,0,46039
46,40,0,46040
