ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,precinct_id
23,15,99,99,100.0,23015
23,16,106,106,100.0,23016
23,17,59,59,100.0,23017
23,18,86,86,100.0,23018
23,19,100,100,100.0,23019
23,20,62,62,100.0,23020
23,21,108,108,100.0,23021
23,22,99,99,100.0,23022
23,23,106,106,100.0,23023
23,24,92,92,100.0,23024
23,25,87,87,100.0,23025
23,26,93,93,100.0,23026
23,27,94,94,100.0,23027
23,28,107,107,100.0,23028
23,29,87,87,100.0,23029
23,30,124,124,100.0,23030
23,31,81,81,100.0,23031
23,32,106,106,100.0,23032
23,33,125,125,100.0,23033
23,34,96,96,100.0,23034
23,35,64,64,100.0,23035
23,36,109,109,100.0,23036
23,37,107,107,100.0,23037
23,38,105,105,100.0,23038
23,39,117,117,100.0,23039
24,1,130,130,100.0,24001
24,2,135,135,100.0,24002
24,3,114,114,100.0,24003
24,4,110,110,100.0,24004
24,5,69,69,100.0,24005
24,6,139,139,100.0,24006
24,7,70,70,100.0,24007
24,8,65,65,100.0,24008
24,9,106,106,100.0,24009
24,10,63,63,100.0,24010
24,11,130,130,100.0,24011
24,12,73,73,100.0,24012
24,13,57,57,100.0,24013
24,14,101,101,100.0,24014
24,15,57,57,100.0,24015
24,16,143,143,100.0,24016
24,17,112,112,100.0,24017
24,18,150,150,100.0,24018
24,19,175,175,100.0,24019
24,20,104,104,100.0,24020
24,21,63,63,100.0,24021
24,22,159,159,100.0,24022
24,23,99,99,100.0,24023
24,24,156,156,100.0,24024
24,25,109,109,100.0,24025
24,26,233,233,100.0,24026
24,27,151,151,100.0,24027
24,28,114,114,100.0,24028
24,29,117,117,100.0,24029
24,30,85,85,100.0,24030
24,31,138,138,100.0,24031
24,32,73,73,100.0,24032
24,33,78,78,100.0,24033
24,34,116,116,100.0,24034
24,35,117,117,100.0,24035
24,36,168,168,100.0,24036
24,37,83,83,100.0,24037
24,38,126,126,100.0,24038
24,39,161,161,100.0,24039
24,40,139,139,100.0,24040
24,41,117,117,100.0,24041
25,1,131,131,100.0,25001
25,2,146,146,100.0,25002
25,3,138,138,100.0,25003
25,4,142,142,100.0,25004
25,5,145,145,100.0,25005
25,6,49,49,100.0,25006
25,7,139,139,100.0,25007
25,8,165,165,100.0,25008
25,9,131,131,100.0,25009
25,10,149,149,100.0,25010
25,11,157,157,100.0,25011
25,12,143,143,100.0,25012
25,13,139,139,100.0,25013
25,14,70,70,100.0,25014
25,15,103,103,100.0,25015
25,16,120,120,100.0,25016
25,17,153,153,100.0,25017
25,18,56,56,100.0,25018
25,19,143,143,100.0,25019
25,20,105,105,100.0,25020
25,21,229,229,100.0,25021
25,22,115,115,100.0,25022
25,23,173,173,100.0,25023
25,24,153,153,100.0,25024
25,25,124,124,100.0,25025
25,26,119,119,100.0,25026
25,27,114,114,100.0,25027
25,28,153,153,100.0,25028
25,29,156,156,100.0,25029
25,30,137,137,100.0,25030
25,31,134,134,100.0,25031
25,32,119,119,100.0,25032
26,1,129,129,100.0,26001
26,2,118,118,100.0,26002
26,3,134,134,100.0,26003
26,4,76,76,100.0,26004
26,5,110,110,100.0,26005
26,6,89,89,100.0,26006
26,7,112,112,100.0,26007
26,8,45,45,100.0,26008
26,9,103,103,100.0,26009
26,10,116,116,100.0,26010
26,11,106,106,100.0,26011
26,12,107,107,100.0,26012
26,13,50,50,100.0,26013
26,14,76,76,100.0,26014
26,15,48,48,100.0,26015
26,16,59,59,100.0,26016
26,17,73,73,100.0,26017
26,18,68,68,100.0,26018
26,19,74,74,100.0,26019
26,20,100,100,100.0,26020
26,21,131,131,100.0,26021
26,22,35,35,100.0,26022
26,23,62,62,100.0,26023
26,24,106,106,100.0,26024
26,25,92,92,100.0,26025
26,26,74,74,100.0,26026
26,27,141,141,100.0,26027
26,28,141,141,100.0,26028
26,29,65,65,100.0,26029
26,30,89,89,100.0,26030
26,31,54,54,100.0,26031
26,32,131,131,100.0,26032
26,33,114,114,100.0,26033
26,34,140,140,100.0,26034
26,35,96,96,100.0,26035
26,36,93,93,100.0,26036
26,37,95,95,100.0,26037
26,38,38,38,100.0,26038
26,39,112,112,100.0,26039
26,40,71,71,100.0,26040
26,41,119,119,100.0,26041
26,42,82,82,100.0,26042
26,43,38,38,100.0,26043
26,44,68,68,100.0,26044
26,45,38,38,100.0,26045
26,46,66,66,100.0,26046
26,47,51,51,100.0,26047
26,48,117,117,100.0,26048
26,49,48,48,100.0,26049
27,1,139,139,100.0,27001
27,2,132,132,100.0,27002
27,3,85,85,100.0,27003
27,4,83,83,100.0,27004
27,5,120,120,100.0,27005
27,6,130,130,100.0,27006
27,7,151,151,100.0,27007
27,8,100,100,100.0,27008
27,9,67,67,100.0,27009
27,10,197,197,100.0,27010
27,11,93,93,100.0,27011
27,12,57,57,100.0,27012
27,13,255,255,100.0,27013
27,14,83,83,100.0,27014
27,15,73,73,100.0,27015
27,16,79,79,100.0,27016
27,17,140,140,100.0,27017
27,18,114,114,100.0,27018
27,19,68,68,100.0,27019
27,20,83,83,100.0,27020
27,21,111,111,100.0,27021
27,22,96,96,100.0,27022
27,23,132,132,100.0,27023
27,24,85,85,100.0,27024
27,25,147,147,100.0,27025
27,26,145,145,100.0,27026
27,27,150,150,100.0,27027
27,28,73,73,100.0,27028
27,29,88,88,100.0,27029
27,30,81,81,100.0,27030
27,31,131,131,100.0,27031
27,32,126,126,100.0,27032
27,33,102,102,100.0,27033
27,34,108,108,100.0,27034
27,35,114,114,100.0,27035
27,36,116,116,100.0,27036
27,37,151,151,100.0,27037
27,38,228,228,100.0,27038
27,39,133,133,100.0,27039
27,40,146,146,100.0,27040
27,41,162,162,100.0,27041
27,42,99,99,100.0,27042
27,43,104,104,100.0,27043
27,44,100,100,100.0,27044
27,45,169,169,100.0,27045
27,46,75,75,100.0,27046
27,47,126,126,100.0,27047
27,48,184,184,100.0,27048
27,49,121,121,100.0,27049
27,50,152,152,100.0,27050
28,1,95,95,100.0,28001
28,2,111,111,100.0,28002
28,3,114,114,100.0,28003
28,4,77,77,100.0,28004
28,5,93,93,100.0,28005
28,6,83,83,100.0,28006
28,7,133,133,100.0,28007
28,8,88,88,100.0,28008
28,9,135,135,100.0,28009
28,10,156,156,100.0,28010
28,11,184,184,100.0,28011
28,12,140,140,100.0,28012
28,13,133,133,100.0,28013
28,14,128,128,100.0,28014
28,15,39,39,100.0,28015
28,16,92,92,100.0,28016
28,17,109,109,100.0,28017
28,18,120,120,100.0,28018
28,19,111,111,100.0,28019
28,20,126,126,100.0,28020
28,21,119,119,100.0,28021
28,22,126,126,100.0,28022
28,23,159,159,100.0,28023
28,24,108,108,100.0,28024
28,25,212,212,100.0,28025
28,26,150,150,100.0,28026
28,27,100,100,100.0,28027
28,28,138,138,100.0,28028
28,29,59,59,100.0,28029
28,30,30,30,100.0,28030
28,31,226,226,100.0,28031
28,32,117,117,100.0,28032
28,33,155,155,100.0,28033
28,34,190,190,100.0,28034
28,35,153,153,100.0,28035
28,36,65,65,100.0,28036
28,37,176,176,100.0,28037
28,38,58,58,100.0,28038
28,39,89,89,100.0,28039
28,40,188,188,100.0,28040
28,41,109,109,100.0,28041
28,42,146,146,100.0,28042
28,43,162,162,100.0,28043
28,44,103,103,100.0,28044
28,45,79,79,100.0,28045
28,46,178,178,100.0,28046
29,1,233,233,100.0,29001
29,2,271,271,100.0,29002
29,3,182,182,100.0,29003
29,4,228,228,100.0,29004
29,5,128,128,100.0,29005
29,6,151,151,100.0,29006
29,7,206,206,100.0,29007
29,8,128,128,100.0,29008
29,9,190,190,100.0,29009
29,10,224,224,100.0,29010
29,11,117,117,100.0,29011
29,12,232,232,100.0,29012
29,13,199,199,100.0,29013
29,14,193,193,100.0,29014
29,15,241,241,100.0,29015
29,16,223,223,100.0,29016
29,17,205,205,100.0,29017
29,18,180,180,100.0,29018
29,19,214,214,100.0,29019
29,20,211,211,100.0,29020
29,21,200,200,100.0,29021
29,22,148,148,100.0,29022
29,23,149,149,100.0,29023
29,24,194,194,100.0,29024
29,25,249,249,100.0,29025
29,26,213,213,100.0,29026
29,27,168,168,100.0,29027
29,28,241,241,100.0,29028
29,29,96,96,100.0,29029
29,30,224,224,100.0,29030
29,31,84,84,100.0,29031
29,32,63,63,100.0,29032
29,33,170,170,100.0,29033
29,34,89,89,100.0,29034
29,35,137,137,100.0,29035
29,36,178,178,100.0,29036
29,37,191,191,100.0,29037
29,38,102,102,100.0,29038
29,39,103,103,100.0,29039
29,40,235,235,100.0,29040
29,41,141,141,100.0,29041
29,42,201,201,100.0,29042
29,43,235,235,100.0,29043
29,44,245,245,100.0,29044
30,1,140,140,100.0,30001
30,2,88,88,100.0,30002
30,3,102,102,100.0,30003
30,4,81,81,100.0,30004
30,5,57,57,100.0,30005
30,6,84,84,100.0,30006
30,7,105,105,100.0,30007
30,8,136,136,100.0,30008
30,9,64,64,100.0,30009
30,10,99,99,100.0,30010
30,11,82,82,100.0,30011
30,12,65,65,100.0,30012
30,13,93,93,100.0,30013
30,14,50,50,100.0,30014
30,15,142,142,100.0,30015
30,16,38,38,100.0,30016
30,17,113,113,100.0,30017
30,18,109,109,100.0,30018
30,19,89,89,100.0,30019
30,20,115,115,100.0,30020
30,21,70,70,100.0,30021
30,22,154,154,100.0,30022
30,23,93,93,100.0,30023
30,24,135,135,100.0,30024
30,25,174,174,100.0,30025
30,26,69,69,100.0,30026
30,27,66,66,100.0,30027
30,28,147,147,100.0,30028
30,29,52,52,100.0,30029
30,30,30,30,100.0,30030
30,31,63,63,100.0,30031
30,32,93,93,100.0,30032
31,1,58,58,100.0,31001
31,2,62,62,100.0,31002
31,3,47,47,100.0,31003
31,4,130,130,100.0,31004
31,5,92,92,100.0,31005
31,6,67,67,100.0,31006
31,7,139,139,100.0,31007
31,8,72,72,100.0,31008
31,9,87,87,100.0,31009
31,10,66,66,100.0,31010
31,11,55,55,100.0,31011
31,12,63,63,100.0,31012
31,13,86,86,100.0,31013
31,14,64,64,100.0,31014
31,15,70,70,100.0,31015
31,16,113,113,100.0,31016
31,17,69,69,100.0,31017
31,18,73,73,100.0,31018
31,19,62,62,100.0,31019
31,20,65,65,100.0,31020
31,21,66,66,100.0,31021
31,22,58,58,100.0,31022
31,23,69,69,100.0,31023
31,24,111,111,100.0,31024
31,25,63,63,100.0,31025
31,26,90,90,100.0,31026
31,27,75,75,100.0,31027
31,28,43,43,100.0,31028
31,29,68,68,100.0,31029
31,30,53,53,100.0,31030
31,31,57,57,100.0,31031
31,32,40,40,100.0,31032
31,33,54,54,100.0,31033
31,34,74,74,100.0,31034
31,35,65,65,100.0,31035
31,36,89,89,100.0,31036
31,37,63,63,100.0,31037
31,38,59,59,100.0,31038
31,39,88,88,100.0,31039
31,40,79,79,100.0,31040
31,41,65,65,100.0,31041
32,1,165,165,100.0,32001
32,2,129,129,100.0,32002
32,3,197,197,100.0,32003
32,4,146,146,100.0,32004
32,5,149,149,100.0,32005
32,6,153,153,100.0,32006
32,7,137,137,100.0,32007
32,8,121,121,100.0,32008
32,9,114,114,100.0,32009
32,10,125,125,100.0,32010
32,11,184,184,100.0,32011
32,12,125,125,100.0,32012
32,13,122,122,100.0,32013
32,14,180,180,100.0,32014
32,15,139,139,100.0,32015
32,16,169,169,100.0,32016
32,17,178,178,100.0,32017
32,18,113,113,100.0,32018
32,19,140,140,100.0,32019
32,20,191,191,100.0,32020
32,21,171,171,100.0,32021
32,22,242,242,100.0,32022
32,23,115,115,100.0,32023
32,24,88,88,100.0,32024
32,25,144,144,100.0,32025
32,26,188,188,100.0,32026
32,27,111,111,100.0,32027
32,28,189,189,100.0,32028
32,29,190,190,100.0,32029
32,30,98,98,100.0,32030
32,31,148,148,100.0,32031
32,32,152,152,100.0,32032
32,33,150,150,100.0,32033
32,34,127,127,100.0,32034
32,35,130,130,100.0,32035
32,36,132,132,100.0,32036
32,37,131,131,100.0,32037
32,38,109,109,100.0,32038
32,39,131,131,100.0,32039
32,40,148,148,100.0,32040
32,41,131,131,100.0,32041
32,42,119,119,100.0,32042
32,43,160,160,100.0,32043
33,1,199,199,100.0,33001
33,2,214,214,100.0,33002
33,3,237,237,100.0,33003
33,4,194,194,100.0,33004
33,5,113,113,100.0,33005
33,6,133,133,100.0,33006
33,7,175,175,100.0,33007
33,8,252,252,100.0,33008
33,9,205,205,100.0,33009
33,10,137,137,100.0,33010
33,11,156,156,100.0,33011
33,12,140,140,100.0,33012
33,13,154,154,100.0,33013
33,14,64,64,100.0,33014
33,15,177,177,100.0,33015
33,16,216,216,100.0,33016
33,17,184,184,100.0,33017
33,18,188,188,100.0,33018
33,19,151,151,100.0,33019
33,20,177,177,100.0,33020
33,21,191,191,100.0,33021
33,22,162,162,100.0,33022
33,23,201,201,100.0,33023
33,24,274,274,100.0,33024
33,25,190,190,100.0,33025
33,26,139,139,100.0,33026
33,27,178,178,100.0,33027
33,28,159,159,100.0,33028
34,1,217,217,100.0,34001
34,2,176,176,100.0,34002
34,3,188,188,100.0,34003
34,4,122,122,100.0,34004
34,5,165,165,100.0,34005
34,6,219,219,100.0,34006
34,7,230,230,100.0,34007
34,8,149,149,100.0,34008
34,9,130,130,100.0,34009
34,10,205,205,100.0,34010
34,11,133,133,100.0,34011
34,12,195,195,100.0,34012
34,13,195,195,100.0,34013
34,14,140,140,100.0,34014
34,15,137,137,100.0,34015
34,16,153,153,100.0,34016
34,17,238,238,100.0,34017
34,18,148,148,100.0,34018
34,19,190,190,100.0,34019
34,20,248,248,100.0,34020
34,21,264,264,100.0,34021
34,22,207,207,100.0,34022
34,23,162,162,100.0,34023
34,24,164,164,100.0,34024
34,25,314,314,100.0,34025
34,26,216,216,100.0,34026
34,27,160,160,100.0,34027
34,28,117,117,100.0,34028
34,29,157,157,100.0,34029
34,30,228,228,100.0,34030
34,31,143,143,100.0,34031
34,32,164,164,100.0,34032
34,33,146,146,100.0,34033
34,34,231,231,100.0,34034
34,35,201,201,100.0,34035
34,36,197,197,100.0,34036
34,37,99,99,100.0,34037
34,38,80,80,100.0,34038
34,39,128,128,100.0,34039
34,40,201,201,100.0,34040
34,41,124,124,100.0,34041
34,42,232,232,100.0,34042
34,43,211,211,100.0,34043
34,44,230,230,100.0,34044
34,45,191,191,100.0,34045
34,46,158,158,100.0,34046
34,47,160,160,100.0,34047
34,48,242,242,100.0,34048
34,49,215,215,100.0,34049
34,50,136,136,100.0,34050
34,51,225,225,100.0,34051
34,52,166,166,100.0,34052
34,53,103,103,100.0,34053
35,1,148,148,100.0,35001
35,2,194,194,100.0,35002
35,3,135,135,100.0,35003
35,4,138,138,100.0,35004
35,5,135,135,100.0,35005
35,6,145,145,100.0,35006
35,7,148,148,100.0,35007
35,8,166,166,100.0,35008
35,9,114,114,100.0,35009
35,10,216,216,100.0,35010
35,11,135,135,100.0,35011
35,12,94,94,100.0,35012
35,13,84,84,100.0,35013
35,14,85,85,100.0,35014
35,15,155,155,100.0,35015
35,16,79,79,100.0,35016
35,17,147,147,100.0,35017
35,18,86,86,100.0,35018
35,19,64,64,100.0,35019
35,20,105,105,100.0,35020
35,21,136,136,100.0,35021
35,22,164,164,100.0,35022
35,23,155,155,100.0,35023
35,24,115,115,100.0,35024
35,25,153,153,100.0,35025
35,26,120,120,100.0,35026
35,27,125,125,100.0,35027
35,28,129,129,100.0,35028
35,29,92,92,100.0,35029
35,30,104,104,100.0,35030
35,31,154,154,100.0,35031
36,1,90,90,100.0,36001
36,2,97,97,100.0,36002
36,3,91,91,100.0,36003
36,4,79,79,100.0,36004
36,5,97,97,100.0,36005
36,6,82,82,100.0,36006
36,7,132,132,100.0,36007
36,8,74,74,100.0,36008
36,9,84,84,100.0,36009
36,10,109,109,100.0,36010
36,11,60,60,100.0,36011
36,12,54,54,100.0,36012
36,13,58,58,100.0,36013
36,14,103,103,100.0,36014
36,15,143,143,100.0,36015
36,16,113,113,100.0,36016
36,17,126,126,100.0,36017
36,18,106,106,100.0,36018
36,19,114,114,100.0,36019
36,20,81,81,100.0,36020
36,21,85,85,100.0,36021
36,22,74,74,100.0,36022
36,23,68,68,100.0,36023
36,24,73,73,100.0,36024
36,25,73,73,100.0,36025
36,26,71,71,100.0,36026
36,27,93,93,100.0,36027
36,28,69,69,100.0,36028
36,29,96,96,100.0,36029
36,30,77,77,100.0,36030
37,1,99,99,100.0,37001
37,2,83,83,100.0,37002
37,3,105,105,100.0,37003
37,4,98,98,100.0,37004
37,5,189,189,100.0,37005
37,6,168,168,100.0,37006
37,7,101,101,100.0,37007
37,8,85,85,100.0,37008
37,9,172,172,100.0,37009
37,10,155,155,100.0,37010
37,11,94,94,100.0,37011
37,12,84,84,100.0,37012
37,13,111,111,100.0,37013
37,14,173,173,100.0,37014
37,15,177,177,100.0,37015
37,16,161,161,100.0,37016
37,17,139,139,100.0,37017
37,18,158,158,100.0,37018
37,19,118,118,100.0,37019
37,20,113,113,100.0,37020
37,21,131,131,100.0,37021
37,22,105,105,100.0,37022
37,23,173,173,100.0,37023
37,24,179,179,100.0,37024
37,25,155,155,100.0,37025
37,26,207,207,100.0,37026
37,27,152,152,100.0,37027
37,28,120,120,100.0,37028
37,29,160,160,100.0,37029
37,30,140,140,100.0,37030
37,31,156,156,100.0,37031
37,32,160,160,100.0,37032
37,33,193,193,100.0,37033
37,34,137,137,100.0,37034
37,35,190,190,100.0,37035
37,36,137,137,100.0,37036
37,37,200,200,100.0,37037
37,38,194,194,100.0,37038
37,39,121,121,100.0,37039
37,40,185,185,100.0,37040
37,41,139,139,100.0,37041
38,1,88,88,100.0,38001
38,2,106,106,100.0,38002
38,3,89,89,100.0,38003
38,4,101,101,100.0,38004
38,5,108,108,100.0,38005
38,6,85,85,100.0,38006
38,7,89,89,100.0,38007
38,8,87,87,100.0,38008
38,9,122,122,100.0,38009
38,10,74,74,100.0,38010
38,11,132,132,100.0,38011
38,12,89,89,100.0,38012
38,13,109,109,100.0,38013
38,14,105,105,100.0,38014
38,15,82,82,100.0,38015
38,16,95,95,100.0,38016
38,17,116,116,100.0,38017
38,18,88,88,100.0,38018
38,19,117,117,100.0,38019
38,20,103,103,100.0,38020
38,21,97,97,100.0,38021
38,22,105,105,100.0,38022
38,23,126,126,100.0,38023
38,24,107,107,100.0,38024
38,25,99,99,100.0,38025
38,26,99,99,100.0,38026
38,27,87,87,100.0,38027
38,28,92,92,100.0,38028
38,29,92,92,100.0,38029
38,30,85,85,100.0,38030
38,31,116,116,100.0,38031
38,32,99,99,100.0,38032
38,33,107,107,100.0,38033
38,34,106,106,100.0,38034
38,35,110,110,100.0,38035
38,36,106,106,100.0,38036
38,37,119,119,100.0,38037
38,38,111,111,100.0,38038
38,39,129,129,100.0,38039
38,40,124,124,100.0,38040
38,41,139,139,100.0,38041
39,1,141,141,100.0,39001
39,2,129,129,100.0,39002
39,3,158,158,100.0,39003
39,4,116,116,100.0,39004
39,5,133,133,100.0,39005
39,6,135,135,100.0,39006
39,7,112,112,100.0,39007
39,8,130,130,100.0,39008
39,9,104,104,100.0,39009
39,10,77,77,100.0,39010
39,11,109,109,100.0,39011
39,12,173,173,100.0,39012
39,13,83,83,100.0,39013
39,14,103,103,100.0,39014
39,15,107,107,100.0,39015
39,16,83,83,100.0,39016
39,17,157,157,100.0,39017
39,18,137,137,100.0,39018
39,19,140,140,100.0,39019
39,20,135,135,100.0,39020
39,21,101,101,100.0,39021
39,22,85,85,100.0,39022
39,23,133,133,100.0,39023
39,24,144,144,100.0,39024
39,25,117,117,100.0,39025
39,26,107,107,100.0,39026
39,27,28,28,100.0,39027
39,28,214,214,100.0,39028
39,29,73,73,100.0,39029
39,30,193,193,100.0,39030
39,31,118,118,100.0,39031
39,32,105,105,100.0,39032
39,33,142,142,100.0,39033
39,34,135,135,100.0,39034
39,35,123,123,100.0,39035
39,36,33,33,100.0,39036
39,37,152,152,100.0,39037
39,38,105,105,100.0,39038
39,39,78,78,100.0,39039
39,40,113,113,100.0,39040
39,41,132,132,100.0,39041
39,42,165,165,100.0,39042
39,43,126,126,100.0,39043
39,44,117,117,100.0,39044
39,45,119,119,100.0,39045
40,1,116,116,100.0,40001
40,2,125,125,100.0,40002
40,3,207,207,100.0,40003
40,4,87,87,100.0,40004
40,5,164,164,100.0,40005
40,6,198,198,100.0,40006
40,7,186,186,100.0,40007
40,8,241,241,100.0,40008
40,9,109,109,100.0,40009
40,10,132,132,100.0,40010
40,11,172,172,100.0,40011
40,12,122,122,100.0,40012
40,13,258,258,100.0,40013
40,14,91,91,100.0,40014
40,15,133,133,100.0,40015
40,16,215,215,100.0,40016
40,17,151,151,100.0,40017
40,18,104,104,100.0,40018
40,19,175,175,100.0,40019
40,20,130,130,100.0,40020
40,21,213,213,100.0,40021
40,22,188,188,100.0,40022
40,23,222,222,100.0,40023
40,24,100,100,100.0,40024
40,25,217,217,100.0,40025
40,26,174,174,100.0,40026
40,27,197,197,100.0,40027
40,28,224,224,100.0,40028
40,29,161,161,100.0,40029
40,30,149,149,100.0,40030
40,31,191,191,100.0,40031
40,32,223,223,100.0,40032
40,33,238,238,100.0,40033
40,34,118,118,100.0,40034
40,35,80,80,100.0,40035
40,36,147,147,100.0,40036
40,37,163,163,100.0,40037
40,38,236,236,100.0,40038
40,39,35,35,100.0,40039
41,1,81,81,100.0,41001
41,2,91,91,100.0,41002
41,3,128,128,100.0,41003
41,4,156,156,100.0,41004
41,5,113,113,100.0,41005
41,6,130,130,100.0,41006
41,7,106,106,100.0,41007
41,8,109,109,100.0,41008
41,9,96,96,100.0,41009
41,10,142,142,100.0,41010
41,11,117,117,100.0,41011
41,12,93,93,100.0,41012
41,13,94,94,100.0,41013
41,14,114,114,100.0,41014
41,15,147,147,100.0,41015
41,16,87,87,100.0,41016
41,17,120,120,100.0,41017
41,18,86,86,100.0,41018
41,19,129,129,100.0,41019
41,20,80,80,100.0,41020
41,21,120,120,100.0,41021
41,22,122,122,100.0,41022
41,23,78,78,100.0,41023
41,24,71,71,100.0,41024
41,25,57,57,100.0,41025
41,26,109,109,100.0,41026
41,27,65,65,100.0,41027
41,28,90,90,100.0,41028
41,29,57,57,100.0,41029
41,30,109,109,100.0,41030
41,31,110,110,100.0,41031
41,32,83,83,100.0,41032
41,33,75,75,100.0,41033
41,34,107,107,100.0,41034
41,35,124,124,100.0,41035
41,36,150,150,100.0,41036
41,37,130,130,100.0,41037
41,38,102,102,100.0,41038
41,39,120,120,100.0,41039
41,40,121,121,100.0,41040
41,41,85,85,100.0,41041
41,42,98,98,100.0,41042
41,43,113,113,100.0,41043
41,44,108,108,100.0,41044
41,45,93,93,100.0,41045
41,46,130,130,100.0,41046
41,47,121,121,100.0,41047
42,1,133,133,100.0,42001
42,2,113,113,100.0,42002
42,3,143,143,100.0,42003
42,4,187,187,100.0,42004
42,5,105,105,100.0,42005
42,6,193,193,100.0,42006
42,7,158,158,100.0,42007
42,8,141,141,100.0,42008
42,9,143,143,100.0,42009
42,10,169,169,100.0,42010
42,11,106,106,100.0,42011
42,12,143,143,100.0,42012
42,13,169,169,100.0,42013
42,14,104,104,100.0,42014
42,15,102,102,100.0,42015
42,16,136,136,100.0,42016
42,17,162,162,100.0,42017
42,18,84,84,100.0,42018
42,19,158,158,100.0,42019
42,20,106,106,100.0,42020
42,21,104,104,100.0,42021
42,22,54,54,100.0,42022
42,23,130,130,100.0,42023
42,24,143,143,100.0,42024
42,25,107,107,100.0,42025
42,26,147,147,100.0,42026
42,27,119,119,100.0,42027
42,28,214,214,100.0,42028
42,29,124,124,100.0,42029
42,30,134,134,100.0,42030
42,31,159,159,100.0,42031
42,32,93,93,100.0,42032
42,33,138,138,100.0,42033
42,34,137,137,100.0,42034
42,35,179,179,100.0,42035
42,36,176,176,100.0,42036
42,37,77,77,100.0,42037
42,38,89,89,100.0,42038
42,39,115,115,100.0,42039
42,40,151,151,100.0,42040
42,41,131,131,100.0,42041
42,42,184,184,100.0,42042
43,1,81,81,100.0,43001
43,2,124,124,100.0,43002
43,3,128,128,100.0,43003
43,4,147,147,100.0,43004
43,5,116,116,100.0,43005
43,6,84,84,100.0,43006
43,7,95,95,100.0,43007
43,8,106,106,100.0,43008
43,9,169,169,100.0,43009
43,10,179,179,100.0,43010
43,11,79,79,100.0,43011
43,12,102,102,100.0,43012
43,13,144,144,100.0,43013
43,14,164,164,100.0,43014
43,15,117,117,100.0,43015
43,16,90,90,100.0,43016
43,17,100,100,100.0,43017
43,18,148,148,100.0,43018
43,19,170,170,100.0,43019
43,20,135,135,100.0,43020
43,21,125,125,100.0,43021
43,22,90,90,100.0,43022
43,23,93,93,100.0,43023
43,24,103,103,100.0,43024
43,25,166,166,100.0,43025
43,26,110,110,100.0,43026
43,27,166,166,100.0,43027
43,28,151,151,100.0,43028
43,29,114,114,100.0,43029
43,30,129,129,100.0,43030
43,31,144,144,100.0,43031
43,32,151,151,100.0,43032
43,33,178,178,100.0,43033
43,34,113,113,100.0,43034
43,35,182,182,100.0,43035
43,36,59,59,100.0,43036
43,37,113,113,100.0,43037
43,38,131,131,100.0,43038
43,39,81,81,100.0,43039
43,40,100,100,100.0,43040
43,41,193,193,100.0,43041
43,42,137,137,100.0,43042
43,43,143,143,100.0,43043
43,44,135,135,100.0,43044
43,45,97,97,100.0,43045
43,46,63,63,100.0,43046
44,1,282,282,100.0,44001
44,2,151,151,100.0,44002
44,3,145,145,100.0,44003
44,4,157,157,100.0,44004
44,5,181,181,100.0,44005
44,6,194,194,100.0,44006
44,7,131,131,100.0,44007
44,8,215,215,100.0,44008
44,9,104,104,100.0,44009
44,10,128,128,100.0,44010
44,11,144,144,100.0,44011
44,12,178,178,100.0,44012
44,13,98,98,100.0,44013
44,14,115,115,100.0,44014
44,15,152,152,100.0,44015
44,16,160,160,100.0,44016
44,17,248,248,100.0,44017
44,18,147,147,100.0,44018
44,19,202,202,100.0,44019
44,20,150,150,100.0,44020
44,21,192,192,100.0,44021
44,22,199,199,100.0,44022
44,23,160,160,100.0,44023
44,24,141,141,100.0,44024
44,25,133,133,100.0,44025
44,26,166,166,100.0,44026
44,27,171,171,100.0,44027
44,28,151,151,100.0,44028
44,29,133,133,100.0,44029
44,30,159,159,100.0,44030
44,31,117,117,100.0,44031
44,32,145,145,100.0,44032
44,33,190,190,100.0,44033
44,34,187,187,100.0,44034
44,35,203,203,100.0,44035
44,36,139,139,100.0,44036
44,37,179,179,100.0,44037
44,38,105,105,100.0,44038
44,39,138,138,100.0,44039
44,40,108,108,100.0,44040
44,41,171,171,100.0,44041
45,1,107,107,100.0,45001
45,2,133,133,100.0,45002
45,3,119,119,100.0,45003
45,4,205,205,100.0,45004
45,5,177,177,100.0,45005
45,6,202,202,100.0,45006
45,7,217,217,100.0,45007
45,8,120,120,100.0,45008
45,9,114,114,100.0,45009
45,10,134,134,100.0,45010
45,11,93,93,100.0,45011
45,12,147,147,100.0,45012
45,13,111,111,100.0,45013
45,14,157,157,100.0,45014
45,15,192,192,100.0,45015
45,16,134,134,100.0,45016
45,17,128,128,100.0,45017
45,18,102,102,100.0,45018
45,19,62,62,100.0,45019
45,20,94,94,100.0,45020
45,21,99,99,100.0,45021
45,22,90,90,100.0,45022
45,23,123,123,100.0,45023
45,24,109,109,100.0,45024
45,25,59,59,100.0,45025
45,26,47,47,100.0,45026
45,27,102,102,100.0,45027
45,28,71,71,100.0,45028
45,29,57,57,100.0,45029
45,30,117,117,100.0,45030
45,31,89,89,100.0,45031
45,32,95,95,100.0,45032
45,33,87,87,100.0,45033
45,34,142,142,100.0,45034
45,35,126,126,100.0,45035
45,36,132,132,100.0,45036
45,37,124,124,100.0,45037
45,38,94,94,100.0,45038
45,39,112,112,100.0,45039
45,40,109,109,100.0,45040
45,41,91,91,100.0,45041
45,42,115,115,100.0,45042
45,43,107,107,100.0,45043
