ward,precinct,total,Danny K. Davis,Danny K. Davis Percent,precinct_id
1,12,42,42,100.0,01012
1,14,10,10,100.0,01014
1,15,9,9,100.0,01015
1,32,2,2,100.0,01032
2,2,48,48,100.0,02002
2,9,23,23,100.0,02009
2,10,68,68,100.0,02010
2,11,62,62,100.0,02011
2,12,38,38,100.0,02012
2,13,84,84,100.0,02013
2,14,51,51,100.0,02014
2,17,53,53,100.0,02017
2,18,69,69,100.0,02018
2,19,70,70,100.0,02019
2,20,3,3,100.0,02020
2,21,0,0,0.0,02021
2,23,45,45,100.0,02023
2,27,41,41,100.0,02027
2,28,2,2,100.0,02028
2,29,42,42,100.0,02029
2,32,27,27,100.0,02032
2,34,57,57,100.0,02034
2,35,28,28,100.0,02035
2,36,30,30,100.0,02036
2,38,6,6,100.0,02038
2,39,44,44,100.0,02039
2,40,36,36,100.0,02040
2,41,20,20,100.0,02041
2,42,57,57,100.0,02042
2,43,34,34,100.0,02043
2,45,96,96,100.0,02045
2,46,23,23,100.0,02046
3,1,109,109,100.0,03001
3,2,180,180,100.0,03002
3,3,94,94,100.0,03003
3,4,9,9,100.0,03004
3,5,67,67,100.0,03005
3,6,51,51,100.0,03006
3,8,76,76,100.0,03008
3,9,105,105,100.0,03009
3,10,51,51,100.0,03010
3,11,98,98,100.0,03011
3,12,162,162,100.0,03012
3,13,70,70,100.0,03013
3,14,75,75,100.0,03014
3,15,82,82,100.0,03015
3,16,90,90,100.0,03016
3,17,43,43,100.0,03017
3,18,68,68,100.0,03018
3,19,65,65,100.0,03019
3,20,104,104,100.0,03020
3,21,117,117,100.0,03021
3,22,41,41,100.0,03022
3,23,85,85,100.0,03023
3,24,122,122,100.0,03024
3,25,64,64,100.0,03025
3,26,98,98,100.0,03026
3,27,30,30,100.0,03027
3,28,107,107,100.0,03028
3,29,86,86,100.0,03029
3,30,9,9,100.0,03030
3,31,133,133,100.0,03031
3,32,87,87,100.0,03032
3,33,53,53,100.0,03033
3,34,90,90,100.0,03034
3,35,3,3,100.0,03035
3,36,48,48,100.0,03036
3,37,80,80,100.0,03037
3,39,34,34,100.0,03039
3,40,134,134,100.0,03040
4,2,78,78,100.0,04002
4,4,96,96,100.0,04004
4,5,96,96,100.0,04005
4,6,202,202,100.0,04006
4,7,187,187,100.0,04007
4,8,16,16,100.0,04008
4,10,118,118,100.0,04010
4,11,78,78,100.0,04011
4,13,31,31,100.0,04013
4,14,9,9,100.0,04014
4,15,25,25,100.0,04015
4,16,45,45,100.0,04016
4,17,51,51,100.0,04017
4,20,104,104,100.0,04020
4,21,59,59,100.0,04021
4,22,1,1,100.0,04022
4,25,75,75,100.0,04025
4,28,13,13,100.0,04028
4,29,26,26,100.0,04029
4,30,5,5,100.0,04030
4,34,117,117,100.0,04034
4,35,220,220,100.0,04035
4,36,95,95,100.0,04036
4,37,80,80,100.0,04037
6,21,51,51,100.0,06021
11,2,9,9,100.0,11002
11,6,27,27,100.0,11006
11,7,43,43,100.0,11007
11,14,46,46,100.0,11014
11,30,34,34,100.0,11030
11,33,33,33,100.0,11033
11,34,42,42,100.0,11034
11,35,60,60,100.0,11035
11,36,34,34,100.0,11036
11,37,22,22,100.0,11037
12,10,5,5,100.0,12010
12,15,52,52,100.0,12015
12,18,6,6,100.0,12018
15,2,40,40,100.0,15002
15,3,65,65,100.0,15003
15,7,49,49,100.0,15007
15,13,3,3,100.0,15013
15,14,0,0,0.0,15014
15,16,1,1,100.0,15016
15,17,49,49,100.0,15017
15,18,48,48,100.0,15018
15,20,60,60,100.0,15020
15,21,52,52,100.0,15021
15,22,58,58,100.0,15022
15,23,57,57,100.0,15023
15,24,57,57,100.0,15024
16,2,49,49,100.0,16002
16,3,65,65,100.0,16003
16,4,53,53,100.0,16004
16,5,40,40,100.0,16005
16,6,53,53,100.0,16006
16,7,55,55,100.0,16007
16,8,25,25,100.0,16008
16,9,8,8,100.0,16009
16,10,67,67,100.0,16010
16,11,44,44,100.0,16011
16,12,36,36,100.0,16012
16,13,32,32,100.0,16013
16,14,46,46,100.0,16014
16,15,64,64,100.0,16015
16,16,69,69,100.0,16016
16,17,50,50,100.0,16017
16,18,67,67,100.0,16018
16,19,41,41,100.0,16019
16,20,52,52,100.0,16020
16,21,39,39,100.0,16021
16,22,34,34,100.0,16022
16,23,0,0,0.0,16023
16,24,38,38,100.0,16024
16,25,64,64,100.0,16025
16,26,66,66,100.0,16026
16,27,17,17,100.0,16027
16,29,44,44,100.0,16029
16,31,64,64,100.0,16031
16,33,57,57,100.0,16033
16,34,50,50,100.0,16034
16,35,29,29,100.0,16035
16,36,51,51,100.0,16036
17,6,24,24,100.0,17006
17,7,31,31,100.0,17007
17,8,4,4,100.0,17008
17,12,40,40,100.0,17012
17,13,67,67,100.0,17013
17,14,58,58,100.0,17014
17,16,5,5,100.0,17016
17,19,45,45,100.0,17019
17,25,0,0,0.0,17025
17,31,58,58,100.0,17031
17,33,24,24,100.0,17033
17,35,28,28,100.0,17035
17,36,18,18,100.0,17036
20,2,22,22,100.0,20002
20,4,25,25,100.0,20004
20,6,21,21,100.0,20006
20,11,29,29,100.0,20011
20,15,2,2,100.0,20015
20,17,40,40,100.0,20017
20,20,37,37,100.0,20020
20,21,46,46,100.0,20021
20,25,70,70,100.0,20025
20,27,6,6,100.0,20027
20,30,9,9,100.0,20030
20,31,14,14,100.0,20031
20,32,108,108,100.0,20032
20,36,25,25,100.0,20036
20,37,23,23,100.0,20037
20,38,32,32,100.0,20038
20,39,14,14,100.0,20039
21,12,0,0,0.0,21012
22,14,25,25,100.0,22014
22,15,1,1,100.0,22015
22,19,6,6,100.0,22019
22,21,99,99,100.0,22021
23,9,0,0,0.0,23009
23,17,5,5,100.0,23017
23,19,1,1,100.0,23019
23,31,2,2,100.0,23031
24,1,86,86,100.0,24001
24,2,62,62,100.0,24002
24,3,81,81,100.0,24003
24,4,53,53,100.0,24004
24,5,44,44,100.0,24005
24,6,76,76,100.0,24006
24,7,17,17,100.0,24007
24,8,53,53,100.0,24008
24,9,65,65,100.0,24009
24,10,43,43,100.0,24010
24,11,68,68,100.0,24011
24,12,40,40,100.0,24012
24,13,51,51,100.0,24013
24,14,69,69,100.0,24014
24,15,45,45,100.0,24015
24,16,4,4,100.0,24016
24,17,67,67,100.0,24017
24,18,110,110,100.0,24018
24,19,102,102,100.0,24019
24,20,61,61,100.0,24020
24,21,35,35,100.0,24021
24,22,90,90,100.0,24022
24,23,71,71,100.0,24023
24,24,70,70,100.0,24024
24,25,62,62,100.0,24025
24,26,147,147,100.0,24026
24,27,97,97,100.0,24027
24,28,71,71,100.0,24028
24,29,61,61,100.0,24029
24,30,51,51,100.0,24030
24,31,74,74,100.0,24031
24,32,60,60,100.0,24032
24,33,37,37,100.0,24033
24,34,67,67,100.0,24034
24,35,86,86,100.0,24035
24,36,100,100,100.0,24036
24,37,26,26,100.0,24037
24,38,67,67,100.0,24038
24,39,113,113,100.0,24039
24,40,71,71,100.0,24040
24,41,64,64,100.0,24041
25,3,31,31,100.0,25003
25,4,43,43,100.0,25004
25,6,24,24,100.0,25006
25,10,24,24,100.0,25010
25,14,74,74,100.0,25014
25,16,33,33,100.0,25016
25,18,46,46,100.0,25018
25,20,40,40,100.0,25020
25,21,64,64,100.0,25021
25,25,44,44,100.0,25025
25,27,17,17,100.0,25027
25,29,86,86,100.0,25029
25,31,21,21,100.0,25031
26,1,11,11,100.0,26001
26,3,37,37,100.0,26003
26,4,39,39,100.0,26004
26,10,31,31,100.0,26010
26,17,24,24,100.0,26017
26,19,27,27,100.0,26019
26,21,60,60,100.0,26021
26,27,2,2,100.0,26027
26,28,14,14,100.0,26028
26,33,31,31,100.0,26033
26,36,23,23,100.0,26036
26,39,0,0,0.0,26039
26,45,1,1,100.0,26045
26,46,15,15,100.0,26046
27,1,23,23,100.0,27001
27,2,70,70,100.0,27002
27,3,44,44,100.0,27003
27,4,56,56,100.0,27004
27,5,52,52,100.0,27005
27,6,46,46,100.0,27006
27,8,68,68,100.0,27008
27,9,15,15,100.0,27009
27,10,112,112,100.0,27010
27,11,26,26,100.0,27011
27,13,151,151,100.0,27013
27,14,50,50,100.0,27014
27,15,52,52,100.0,27015
27,16,24,24,100.0,27016
27,17,62,62,100.0,27017
27,18,83,83,100.0,27018
27,19,48,48,100.0,27019
27,20,53,53,100.0,27020
27,21,46,46,100.0,27021
27,22,52,52,100.0,27022
27,23,98,98,100.0,27023
27,24,67,67,100.0,27024
27,25,71,71,100.0,27025
27,26,110,110,100.0,27026
27,27,63,63,100.0,27027
27,28,52,52,100.0,27028
27,29,81,81,100.0,27029
27,30,53,53,100.0,27030
27,31,73,73,100.0,27031
27,32,63,63,100.0,27032
27,33,43,43,100.0,27033
27,34,91,91,100.0,27034
27,35,27,27,100.0,27035
27,36,64,64,100.0,27036
27,37,139,139,100.0,27037
27,38,145,145,100.0,27038
27,39,89,89,100.0,27039
27,40,52,52,100.0,27040
27,41,125,125,100.0,27041
27,42,45,45,100.0,27042
27,43,46,46,100.0,27043
27,44,74,74,100.0,27044
27,45,33,33,100.0,27045
27,47,91,91,100.0,27047
27,48,58,58,100.0,27048
27,49,44,44,100.0,27049
27,50,92,92,100.0,27050
28,1,70,70,100.0,28001
28,2,82,82,100.0,28002
28,3,59,59,100.0,28003
28,4,21,21,100.0,28004
28,5,66,66,100.0,28005
28,6,71,71,100.0,28006
28,7,93,93,100.0,28007
28,8,18,18,100.0,28008
28,9,85,85,100.0,28009
28,10,48,48,100.0,28010
28,11,64,64,100.0,28011
28,12,90,90,100.0,28012
28,13,101,101,100.0,28013
28,14,90,90,100.0,28014
28,15,43,43,100.0,28015
28,16,71,71,100.0,28016
28,17,75,75,100.0,28017
28,18,67,67,100.0,28018
28,19,36,36,100.0,28019
28,20,93,93,100.0,28020
28,21,90,90,100.0,28021
28,22,83,83,100.0,28022
28,23,120,120,100.0,28023
28,24,80,80,100.0,28024
28,25,138,138,100.0,28025
28,26,115,115,100.0,28026
28,27,52,52,100.0,28027
28,28,50,50,100.0,28028
28,29,35,35,100.0,28029
28,30,26,26,100.0,28030
28,31,177,177,100.0,28031
28,32,70,70,100.0,28032
28,33,104,104,100.0,28033
28,34,98,98,100.0,28034
28,35,73,73,100.0,28035
28,36,61,61,100.0,28036
28,37,127,127,100.0,28037
28,38,59,59,100.0,28038
28,39,65,65,100.0,28039
28,40,139,139,100.0,28040
28,41,70,70,100.0,28041
28,42,95,95,100.0,28042
28,43,119,119,100.0,28043
28,44,92,92,100.0,28044
28,45,20,20,100.0,28045
28,46,92,92,100.0,28046
29,1,99,99,100.0,29001
29,2,184,184,100.0,29002
29,3,136,136,100.0,29003
