ward,precinct,total,Patrick W. ''Pat'' O'Brien,Patrick W. ''Pat'' O'Brien Percent,precinct_id
18,30,218,218,100.0,18030
18,31,225,225,100.0,18031
18,32,326,326,100.0,18032
18,33,207,207,100.0,18033
18,34,321,321,100.0,18034
18,35,307,307,100.0,18035
18,36,215,215,100.0,18036
18,37,194,194,100.0,18037
18,38,296,296,100.0,18038
18,39,234,234,100.0,18039
18,40,314,314,100.0,18040
18,41,241,241,100.0,18041
18,42,162,162,100.0,18042
18,43,182,182,100.0,18043
18,44,147,147,100.0,18044
18,45,266,266,100.0,18045
18,46,272,272,100.0,18046
18,47,211,211,100.0,18047
18,48,142,142,100.0,18048
18,49,189,189,100.0,18049
18,50,232,232,100.0,18050
18,51,328,328,100.0,18051
18,52,273,273,100.0,18052
18,53,182,182,100.0,18053
18,54,269,269,100.0,18054
18,55,229,229,100.0,18055
18,56,197,197,100.0,18056
18,57,192,192,100.0,18057
18,58,235,235,100.0,18058
18,59,171,171,100.0,18059
18,60,298,298,100.0,18060
18,61,226,226,100.0,18061
18,62,196,196,100.0,18062
19,1,303,303,100.0,19001
19,2,269,269,100.0,19002
19,3,235,235,100.0,19003
19,4,250,250,100.0,19004
19,5,306,306,100.0,19005
19,6,247,247,100.0,19006
19,7,276,276,100.0,19007
19,8,216,216,100.0,19008
19,9,219,219,100.0,19009
19,10,389,389,100.0,19010
19,11,281,281,100.0,19011
19,12,289,289,100.0,19012
19,13,241,241,100.0,19013
19,14,172,172,100.0,19014
19,15,207,207,100.0,19015
19,16,340,340,100.0,19016
19,17,300,300,100.0,19017
19,18,346,346,100.0,19018
19,19,286,286,100.0,19019
19,20,276,276,100.0,19020
19,21,232,232,100.0,19021
19,22,307,307,100.0,19022
19,23,331,331,100.0,19023
19,24,228,228,100.0,19024
19,25,329,329,100.0,19025
19,26,304,304,100.0,19026
19,27,198,198,100.0,19027
19,28,329,329,100.0,19028
19,29,231,231,100.0,19029
19,30,272,272,100.0,19030
19,31,258,258,100.0,19031
19,32,362,362,100.0,19032
19,33,295,295,100.0,19033
19,34,302,302,100.0,19034
19,35,274,274,100.0,19035
19,36,298,298,100.0,19036
19,37,331,331,100.0,19037
19,38,321,321,100.0,19038
19,39,158,158,100.0,19039
19,40,272,272,100.0,19040
19,41,238,238,100.0,19041
19,42,238,238,100.0,19042
19,43,340,340,100.0,19043
19,44,236,236,100.0,19044
19,45,303,303,100.0,19045
19,46,368,368,100.0,19046
19,47,221,221,100.0,19047
19,48,246,246,100.0,19048
19,49,322,322,100.0,19049
19,50,283,283,100.0,19050
19,51,254,254,100.0,19051
19,52,226,226,100.0,19052
19,53,281,281,100.0,19053
19,54,216,216,100.0,19054
19,55,247,247,100.0,19055
19,56,385,385,100.0,19056
19,57,335,335,100.0,19057
19,58,286,286,100.0,19058
19,59,295,295,100.0,19059
19,60,270,270,100.0,19060
19,61,360,360,100.0,19061
19,62,255,255,100.0,19062
19,63,227,227,100.0,19063
19,64,343,343,100.0,19064
19,65,241,241,100.0,19065
19,66,298,298,100.0,19066
19,67,111,111,100.0,19067
20,1,187,187,100.0,20001
20,2,165,165,100.0,20002
20,3,168,168,100.0,20003
20,4,161,161,100.0,20004
20,5,129,129,100.0,20005
20,6,262,262,100.0,20006
20,7,88,88,100.0,20007
20,8,77,77,100.0,20008
20,9,187,187,100.0,20009
20,10,192,192,100.0,20010
20,11,155,155,100.0,20011
20,12,124,124,100.0,20012
20,13,147,147,100.0,20013
20,14,292,292,100.0,20014
20,15,152,152,100.0,20015
20,16,247,247,100.0,20016
20,17,148,148,100.0,20017
20,18,166,166,100.0,20018
20,19,160,160,100.0,20019
20,20,149,149,100.0,20020
20,21,99,99,100.0,20021
20,22,226,226,100.0,20022
20,23,231,231,100.0,20023
20,24,212,212,100.0,20024
20,25,148,148,100.0,20025
20,26,203,203,100.0,20026
20,27,118,118,100.0,20027
20,28,210,210,100.0,20028
20,29,192,192,100.0,20029
20,30,199,199,100.0,20030
20,31,207,207,100.0,20031
20,32,173,173,100.0,20032
20,33,213,213,100.0,20033
20,34,265,265,100.0,20034
20,35,112,112,100.0,20035
20,36,173,173,100.0,20036
20,37,210,210,100.0,20037
20,38,33,33,100.0,20038
20,39,168,168,100.0,20039
20,40,160,160,100.0,20040
20,41,68,68,100.0,20041
20,42,175,175,100.0,20042
20,43,54,54,100.0,20043
20,44,241,241,100.0,20044
20,45,140,140,100.0,20045
20,46,155,155,100.0,20046
20,47,160,160,100.0,20047
20,48,91,91,100.0,20048
20,49,169,169,100.0,20049
20,50,131,131,100.0,20050
21,1,362,362,100.0,21001
21,2,242,242,100.0,21002
21,3,177,177,100.0,21003
21,4,257,257,100.0,21004
21,5,236,236,100.0,21005
21,6,221,221,100.0,21006
21,7,259,259,100.0,21007
21,8,277,277,100.0,21008
21,9,263,263,100.0,21009
21,10,188,188,100.0,21010
21,11,250,250,100.0,21011
21,12,263,263,100.0,21012
21,13,141,141,100.0,21013
21,14,230,230,100.0,21014
21,15,220,220,100.0,21015
21,16,245,245,100.0,21016
21,17,230,230,100.0,21017
21,18,214,214,100.0,21018
21,19,202,202,100.0,21019
21,20,126,126,100.0,21020
21,21,274,274,100.0,21021
21,22,231,231,100.0,21022
21,23,211,211,100.0,21023
21,24,276,276,100.0,21024
21,25,199,199,100.0,21025
21,26,175,175,100.0,21026
21,27,263,263,100.0,21027
21,28,183,183,100.0,21028
21,29,119,119,100.0,21029
21,30,188,188,100.0,21030
21,31,308,308,100.0,21031
21,32,215,215,100.0,21032
21,33,212,212,100.0,21033
21,34,278,278,100.0,21034
21,35,146,146,100.0,21035
21,36,214,214,100.0,21036
21,37,205,205,100.0,21037
21,38,235,235,100.0,21038
21,39,191,191,100.0,21039
21,40,225,225,100.0,21040
21,41,197,197,100.0,21041
21,42,262,262,100.0,21042
21,43,211,211,100.0,21043
21,44,242,242,100.0,21044
21,45,207,207,100.0,21045
21,46,168,168,100.0,21046
21,47,298,298,100.0,21047
21,48,343,343,100.0,21048
21,49,304,304,100.0,21049
21,50,195,195,100.0,21050
21,51,277,277,100.0,21051
21,52,252,252,100.0,21052
21,53,199,199,100.0,21053
21,54,218,218,100.0,21054
21,55,272,272,100.0,21055
21,56,201,201,100.0,21056
21,57,219,219,100.0,21057
21,58,188,188,100.0,21058
21,59,298,298,100.0,21059
21,60,256,256,100.0,21060
21,61,264,264,100.0,21061
21,62,261,261,100.0,21062
21,63,222,222,100.0,21063
21,64,141,141,100.0,21064
21,65,304,304,100.0,21065
21,66,190,190,100.0,21066
21,67,257,257,100.0,21067
21,68,253,253,100.0,21068
21,69,196,196,100.0,21069
21,70,228,228,100.0,21070
21,71,181,181,100.0,21071
21,72,219,219,100.0,21072
21,73,309,309,100.0,21073
21,74,102,102,100.0,21074
22,1,130,130,100.0,22001
22,2,113,113,100.0,22002
22,3,183,183,100.0,22003
22,4,155,155,100.0,22004
22,5,159,159,100.0,22005
22,6,140,140,100.0,22006
22,7,175,175,100.0,22007
22,8,127,127,100.0,22008
22,9,177,177,100.0,22009
22,10,140,140,100.0,22010
22,11,148,148,100.0,22011
22,12,120,120,100.0,22012
22,13,188,188,100.0,22013
22,14,100,100,100.0,22014
22,15,127,127,100.0,22015
22,16,169,169,100.0,22016
22,17,148,148,100.0,22017
22,18,144,144,100.0,22018
22,19,163,163,100.0,22019
22,20,192,192,100.0,22020
22,21,202,202,100.0,22021
22,22,115,115,100.0,22022
22,23,150,150,100.0,22023
22,24,114,114,100.0,22024
22,25,141,141,100.0,22025
22,26,113,113,100.0,22026
22,27,194,194,100.0,22027
22,28,100,100,100.0,22028
22,29,112,112,100.0,22029
23,1,237,237,100.0,23001
23,2,275,275,100.0,23002
23,3,240,240,100.0,23003
23,4,248,248,100.0,23004
23,5,212,212,100.0,23005
23,6,256,256,100.0,23006
23,7,116,116,100.0,23007
23,8,235,235,100.0,23008
23,9,234,234,100.0,23009
23,10,259,259,100.0,23010
23,11,268,268,100.0,23011
23,12,227,227,100.0,23012
23,13,280,280,100.0,23013
23,14,103,103,100.0,23014
23,15,245,245,100.0,23015
23,16,275,275,100.0,23016
23,17,288,288,100.0,23017
23,18,184,184,100.0,23018
23,19,233,233,100.0,23019
23,20,202,202,100.0,23020
23,21,207,207,100.0,23021
23,22,234,234,100.0,23022
23,23,213,213,100.0,23023
23,24,178,178,100.0,23024
23,25,170,170,100.0,23025
23,26,249,249,100.0,23026
23,27,187,187,100.0,23027
23,28,241,241,100.0,23028
23,29,217,217,100.0,23029
23,30,215,215,100.0,23030
23,31,251,251,100.0,23031
23,32,233,233,100.0,23032
23,33,232,232,100.0,23033
23,34,200,200,100.0,23034
23,35,178,178,100.0,23035
23,36,314,314,100.0,23036
23,37,155,155,100.0,23037
23,38,202,202,100.0,23038
23,39,219,219,100.0,23039
23,40,231,231,100.0,23040
23,41,220,220,100.0,23041
23,42,193,193,100.0,23042
23,43,261,261,100.0,23043
23,44,225,225,100.0,23044
23,45,276,276,100.0,23045
23,46,247,247,100.0,23046
23,47,285,285,100.0,23047
23,48,215,215,100.0,23048
23,49,276,276,100.0,23049
23,50,148,148,100.0,23050
23,51,201,201,100.0,23051
23,52,286,286,100.0,23052
23,53,164,164,100.0,23053
23,54,275,275,100.0,23054
23,55,219,219,100.0,23055
23,56,215,215,100.0,23056
24,1,152,152,100.0,24001
24,2,155,155,100.0,24002
24,3,204,204,100.0,24003
24,4,208,208,100.0,24004
24,5,154,154,100.0,24005
24,6,216,216,100.0,24006
24,7,154,154,100.0,24007
24,8,177,177,100.0,24008
24,9,189,189,100.0,24009
24,10,157,157,100.0,24010
24,11,107,107,100.0,24011
24,12,128,128,100.0,24012
24,13,144,144,100.0,24013
24,14,253,253,100.0,24014
24,15,148,148,100.0,24015
24,16,145,145,100.0,24016
24,17,166,166,100.0,24017
24,18,128,128,100.0,24018
24,19,148,148,100.0,24019
24,20,183,183,100.0,24020
24,21,114,114,100.0,24021
24,22,188,188,100.0,24022
24,23,156,156,100.0,24023
24,24,147,147,100.0,24024
24,25,185,185,100.0,24025
24,26,212,212,100.0,24026
24,27,134,134,100.0,24027
24,28,232,232,100.0,24028
24,29,210,210,100.0,24029
24,30,162,162,100.0,24030
24,31,155,155,100.0,24031
24,32,169,169,100.0,24032
24,33,137,137,100.0,24033
24,34,185,185,100.0,24034
24,35,237,237,100.0,24035
24,36,143,143,100.0,24036
24,37,194,194,100.0,24037
24,38,192,192,100.0,24038
24,39,178,178,100.0,24039
24,40,232,232,100.0,24040
24,41,170,170,100.0,24041
24,42,152,152,100.0,24042
24,43,229,229,100.0,24043
24,44,64,64,100.0,24044
24,45,140,140,100.0,24045
24,46,206,206,100.0,24046
24,47,148,148,100.0,24047
24,48,90,90,100.0,24048
24,49,293,293,100.0,24049
24,50,282,282,100.0,24050
24,51,254,254,100.0,24051
24,52,153,153,100.0,24052
24,53,201,201,100.0,24053
24,54,125,125,100.0,24054
24,55,77,77,100.0,24055
24,56,214,214,100.0,24056
24,57,184,184,100.0,24057
24,58,208,208,100.0,24058
24,59,90,90,100.0,24059
25,1,210,210,100.0,25001
25,2,251,251,100.0,25002
25,3,135,135,100.0,25003
25,4,221,221,100.0,25004
25,5,191,191,100.0,25005
25,6,141,141,100.0,25006
25,7,181,181,100.0,25007
25,8,232,232,100.0,25008
25,9,266,266,100.0,25009
25,10,137,137,100.0,25010
25,11,218,218,100.0,25011
25,12,191,191,100.0,25012
25,13,234,234,100.0,25013
25,14,120,120,100.0,25014
25,15,212,212,100.0,25015
25,16,91,91,100.0,25016
25,17,304,304,100.0,25017
25,18,198,198,100.0,25018
25,19,228,228,100.0,25019
25,20,265,265,100.0,25020
25,21,132,132,100.0,25021
25,22,119,119,100.0,25022
25,23,238,238,100.0,25023
25,24,235,235,100.0,25024
25,25,183,183,100.0,25025
25,26,150,150,100.0,25026
25,27,172,172,100.0,25027
25,28,251,251,100.0,25028
25,29,220,220,100.0,25029
25,30,193,193,100.0,25030
25,31,118,118,100.0,25031
26,1,115,115,100.0,26001
26,2,132,132,100.0,26002
26,3,119,119,100.0,26003
26,4,95,95,100.0,26004
26,5,156,156,100.0,26005
26,6,102,102,100.0,26006
26,7,80,80,100.0,26007
26,8,106,106,100.0,26008
26,9,93,93,100.0,26009
26,10,89,89,100.0,26010
26,11,121,121,100.0,26011
26,12,76,76,100.0,26012
26,13,129,129,100.0,26013
26,14,108,108,100.0,26014
26,15,106,106,100.0,26015
26,16,89,89,100.0,26016
26,17,88,88,100.0,26017
26,18,77,77,100.0,26018
26,19,160,160,100.0,26019
26,20,147,147,100.0,26020
26,21,144,144,100.0,26021
26,22,88,88,100.0,26022
26,23,110,110,100.0,26023
26,24,88,88,100.0,26024
26,25,46,46,100.0,26025
26,26,83,83,100.0,26026
26,27,105,105,100.0,26027
26,28,92,92,100.0,26028
26,29,125,125,100.0,26029
26,30,102,102,100.0,26030
26,31,86,86,100.0,26031
26,32,140,140,100.0,26032
26,33,62,62,100.0,26033
26,34,126,126,100.0,26034
26,35,123,123,100.0,26035
26,36,112,112,100.0,26036
26,37,67,67,100.0,26037
26,38,95,95,100.0,26038
26,39,96,96,100.0,26039
26,40,72,72,100.0,26040
26,41,107,107,100.0,26041
26,42,81,81,100.0,26042
26,43,86,86,100.0,26043
26,44,76,76,100.0,26044
26,45,129,129,100.0,26045
26,46,174,174,100.0,26046
26,47,68,68,100.0,26047
26,48,135,135,100.0,26048
26,49,94,94,100.0,26049
26,50,57,57,100.0,26050
26,51,126,126,100.0,26051
26,52,37,37,100.0,26052
26,53,72,72,100.0,26053
26,54,96,96,100.0,26054
26,55,77,77,100.0,26055
26,56,111,111,100.0,26056
26,57,96,96,100.0,26057
26,58,88,88,100.0,26058
26,59,139,139,100.0,26059
26,60,99,99,100.0,26060
26,61,43,43,100.0,26061
26,62,132,132,100.0,26062
26,63,57,57,100.0,26063
27,1,195,195,100.0,27001
27,2,159,159,100.0,27002
27,3,189,189,100.0,27003
27,4,148,148,100.0,27004
27,5,77,77,100.0,27005
27,6,114,114,100.0,27006
27,7,178,178,100.0,27007
27,8,188,188,100.0,27008
27,9,219,219,100.0,27009
27,10,266,266,100.0,27010
27,11,218,218,100.0,27011
27,12,172,172,100.0,27012
27,13,161,161,100.0,27013
27,14,245,245,100.0,27014
27,15,140,140,100.0,27015
27,16,80,80,100.0,27016
27,17,171,171,100.0,27017
27,18,164,164,100.0,27018
27,19,174,174,100.0,27019
27,20,302,302,100.0,27020
27,21,133,133,100.0,27021
27,22,198,198,100.0,27022
27,23,35,35,100.0,27023
27,24,178,178,100.0,27024
27,25,142,142,100.0,27025
27,26,160,160,100.0,27026
27,27,139,139,100.0,27027
27,28,156,156,100.0,27028
27,29,151,151,100.0,27029
27,30,100,100,100.0,27030
27,31,136,136,100.0,27031
27,32,149,149,100.0,27032
27,33,172,172,100.0,27033
27,34,168,168,100.0,27034
27,35,162,162,100.0,27035
27,36,167,167,100.0,27036
27,37,128,128,100.0,27037
27,38,139,139,100.0,27038
27,39,104,104,100.0,27039
27,40,142,142,100.0,27040
27,41,207,207,100.0,27041
27,42,144,144,100.0,27042
27,43,96,96,100.0,27043
27,44,147,147,100.0,27044
27,45,136,136,100.0,27045
27,46,207,207,100.0,27046
27,47,154,154,100.0,27047
27,48,212,212,100.0,27048
27,49,194,194,100.0,27049
27,50,183,183,100.0,27050
27,51,119,119,100.0,27051
27,52,166,166,100.0,27052
27,53,123,123,100.0,27053
27,54,191,191,100.0,27054
27,55,157,157,100.0,27055
27,56,114,114,100.0,27056
27,57,140,140,100.0,27057
27,58,79,79,100.0,27058
27,59,194,194,100.0,27059
28,1,165,165,100.0,28001
28,2,218,218,100.0,28002
28,3,135,135,100.0,28003
28,4,222,222,100.0,28004
28,5,150,150,100.0,28005
28,6,137,137,100.0,28006
28,7,182,182,100.0,28007
28,8,146,146,100.0,28008
28,9,140,140,100.0,28009
28,10,46,46,100.0,28010
28,11,157,157,100.0,28011
28,12,148,148,100.0,28012
28,13,113,113,100.0,28013
28,14,124,124,100.0,28014
28,15,169,169,100.0,28015
28,16,169,169,100.0,28016
28,17,140,140,100.0,28017
28,18,232,232,100.0,28018
28,19,173,173,100.0,28019
28,20,203,203,100.0,28020
28,21,230,230,100.0,28021
28,22,160,160,100.0,28022
28,23,174,174,100.0,28023
28,24,104,104,100.0,28024
28,25,136,136,100.0,28025
28,26,163,163,100.0,28026
28,27,230,230,100.0,28027
28,28,119,119,100.0,28028
28,29,168,168,100.0,28029
28,30,128,128,100.0,28030
28,31,153,153,100.0,28031
28,32,172,172,100.0,28032
28,33,198,198,100.0,28033
28,34,24,24,100.0,28034
28,35,138,138,100.0,28035
28,36,133,133,100.0,28036
28,37,283,283,100.0,28037
28,38,81,81,100.0,28038
28,39,158,158,100.0,28039
28,40,219,219,100.0,28040
28,41,164,164,100.0,28041
28,42,156,156,100.0,28042
28,43,213,213,100.0,28043
28,44,197,197,100.0,28044
28,45,196,196,100.0,28045
28,46,187,187,100.0,28046
28,47,197,197,100.0,28047
28,48,102,102,100.0,28048
28,49,94,94,100.0,28049
28,50,111,111,100.0,28050
28,51,145,145,100.0,28051
28,52,133,133,100.0,28052
28,53,77,77,100.0,28053
28,54,129,129,100.0,28054
28,55,167,167,100.0,28055
28,56,170,170,100.0,28056
28,57,178,178,100.0,28057
28,58,167,167,100.0,28058
28,59,114,114,100.0,28059
28,60,123,123,100.0,28060
28,61,103,103,100.0,28061
29,1,240,240,100.0,29001
29,2,179,179,100.0,29002
29,3,314,314,100.0,29003
29,4,244,244,100.0,29004
29,5,199,199,100.0,29005
29,6,122,122,100.0,29006
29,7,147,147,100.0,29007
29,8,178,178,100.0,29008
29,9,148,148,100.0,29009
29,10,171,171,100.0,29010
29,11,238,238,100.0,29011
29,12,296,296,100.0,29012
29,13,255,255,100.0,29013
29,14,300,300,100.0,29014
29,15,264,264,100.0,29015
29,16,322,322,100.0,29016
29,17,187,187,100.0,29017
29,18,276,276,100.0,29018
29,19,208,208,100.0,29019
29,20,244,244,100.0,29020
29,21,210,210,100.0,29021
29,22,217,217,100.0,29022
29,23,266,266,100.0,29023
29,24,168,168,100.0,29024
29,25,242,242,100.0,29025
29,26,283,283,100.0,29026
29,27,199,199,100.0,29027
29,28,283,283,100.0,29028
29,29,299,299,100.0,29029
29,30,140,140,100.0,29030
29,31,219,219,100.0,29031
29,32,166,166,100.0,29032
29,33,253,253,100.0,29033
29,34,155,155,100.0,29034
29,35,202,202,100.0,29035
29,36,248,248,100.0,29036
29,37,244,244,100.0,29037
29,38,235,235,100.0,29038
29,39,147,147,100.0,29039
29,40,337,337,100.0,29040
29,41,302,302,100.0,29041
29,42,272,272,100.0,29042
29,43,332,332,100.0,29043
29,44,289,289,100.0,29044
29,45,223,223,100.0,29045
29,46,221,221,100.0,29046
29,47,310,310,100.0,29047
29,48,202,202,100.0,29048
29,49,264,264,100.0,29049
29,50,221,221,100.0,29050
29,51,235,235,100.0,29051
29,52,102,102,100.0,29052
30,1,169,169,100.0,30001
30,2,116,116,100.0,30002
30,3,222,222,100.0,30003
30,4,139,139,100.0,30004
30,5,93,93,100.0,30005
30,6,109,109,100.0,30006
30,7,128,128,100.0,30007
30,8,177,177,100.0,30008
30,9,160,160,100.0,30009
30,10,120,120,100.0,30010
30,11,114,114,100.0,30011
30,12,129,129,100.0,30012
30,13,147,147,100.0,30013
30,14,65,65,100.0,30014
30,15,162,162,100.0,30015
30,16,165,165,100.0,30016
30,17,107,107,100.0,30017
30,18,116,116,100.0,30018
30,19,89,89,100.0,30019
30,20,138,138,100.0,30020
30,21,154,154,100.0,30021
30,22,150,150,100.0,30022
30,23,118,118,100.0,30023
30,24,129,129,100.0,30024
30,25,85,85,100.0,30025
30,26,108,108,100.0,30026
30,27,195,195,100.0,30027
30,28,120,120,100.0,30028
30,29,85,85,100.0,30029
30,30,166,166,100.0,30030
30,31,112,112,100.0,30031
30,32,61,61,100.0,30032
30,33,147,147,100.0,30033
30,34,181,181,100.0,30034
30,35,163,163,100.0,30035
30,36,137,137,100.0,30036
30,37,118,118,100.0,30037
30,38,197,197,100.0,30038
30,39,153,153,100.0,30039
30,40,131,131,100.0,30040
30,41,138,138,100.0,30041
31,1,71,71,100.0,31001
31,2,94,94,100.0,31002
31,3,125,125,100.0,31003
31,4,113,113,100.0,31004
31,5,135,135,100.0,31005
31,6,141,141,100.0,31006
31,7,117,117,100.0,31007
31,8,129,129,100.0,31008
31,9,128,128,100.0,31009
31,10,71,71,100.0,31010
31,11,97,97,100.0,31011
31,12,124,124,100.0,31012
31,13,104,104,100.0,31013
31,14,106,106,100.0,31014
31,15,71,71,100.0,31015
31,16,72,72,100.0,31016
31,17,124,124,100.0,31017
31,18,114,114,100.0,31018
31,19,109,109,100.0,31019
31,20,112,112,100.0,31020
31,21,141,141,100.0,31021
31,22,87,87,100.0,31022
31,23,87,87,100.0,31023
31,24,97,97,100.0,31024
31,25,134,134,100.0,31025
31,26,83,83,100.0,31026
31,27,109,109,100.0,31027
31,28,129,129,100.0,31028
31,29,125,125,100.0,31029
31,30,148,148,100.0,31030
31,31,169,169,100.0,31031
31,32,157,157,100.0,31032
31,33,125,125,100.0,31033
31,34,102,102,100.0,31034
31,35,85,85,100.0,31035
31,36,137,137,100.0,31036
31,37,125,125,100.0,31037
31,38,78,78,100.0,31038
31,39,88,88,100.0,31039
31,40,99,99,100.0,31040
31,41,120,120,100.0,31041
31,42,148,148,100.0,31042
31,43,140,140,100.0,31043
31,44,116,116,100.0,31044
31,45,121,121,100.0,31045
31,46,115,115,100.0,31046
31,47,161,161,100.0,31047
31,48,114,114,100.0,31048
31,49,65,65,100.0,31049
31,50,143,143,100.0,31050
31,51,89,89,100.0,31051
32,1,233,233,100.0,32001
32,2,203,203,100.0,32002
32,3,169,169,100.0,32003
32,4,227,227,100.0,32004
32,5,151,151,100.0,32005
32,6,206,206,100.0,32006
32,7,154,154,100.0,32007
32,8,277,277,100.0,32008
32,9,335,335,100.0,32009
32,10,206,206,100.0,32010
32,11,185,185,100.0,32011
32,12,163,163,100.0,32012
32,13,96,96,100.0,32013
32,14,169,169,100.0,32014
32,15,171,171,100.0,32015
32,16,228,228,100.0,32016
32,17,233,233,100.0,32017
32,18,198,198,100.0,32018
32,19,220,220,100.0,32019
32,20,188,188,100.0,32020
32,21,172,172,100.0,32021
32,22,260,260,100.0,32022
32,23,216,216,100.0,32023
32,24,195,195,100.0,32024
32,25,187,187,100.0,32025
32,26,179,179,100.0,32026
32,27,197,197,100.0,32027
32,28,162,162,100.0,32028
32,29,213,213,100.0,32029
32,30,206,206,100.0,32030
32,31,259,259,100.0,32031
32,32,223,223,100.0,32032
32,33,134,134,100.0,32033
32,34,249,249,100.0,32034
32,35,260,260,100.0,32035
32,36,244,244,100.0,32036
32,37,188,188,100.0,32037
32,38,237,237,100.0,32038
32,39,247,247,100.0,32039
32,40,261,261,100.0,32040
32,41,237,237,100.0,32041
32,42,299,299,100.0,32042
32,43,256,256,100.0,32043
32,44,163,163,100.0,32044
32,45,186,186,100.0,32045
32,46,82,82,100.0,32046
32,47,304,304,100.0,32047
32,48,291,291,100.0,32048
32,49,143,143,100.0,32049
32,50,222,222,100.0,32050
32,51,223,223,100.0,32051
32,52,125,125,100.0,32052
33,1,271,271,100.0,33001
33,2,249,249,100.0,33002
33,3,269,269,100.0,33003
33,4,295,295,100.0,33004
33,5,227,227,100.0,33005
33,6,301,301,100.0,33006
33,7,318,318,100.0,33007
33,8,242,242,100.0,33008
33,9,261,261,100.0,33009
33,10,302,302,100.0,33010
33,11,262,262,100.0,33011
33,12,296,296,100.0,33012
33,13,263,263,100.0,33013
33,14,220,220,100.0,33014
33,15,271,271,100.0,33015
33,16,238,238,100.0,33016
33,17,319,319,100.0,33017
33,18,89,89,100.0,33018
33,19,319,319,100.0,33019
33,20,284,284,100.0,33020
33,21,300,300,100.0,33021
33,22,310,310,100.0,33022
33,23,280,280,100.0,33023
33,24,341,341,100.0,33024
33,25,331,331,100.0,33025
33,26,267,267,100.0,33026
33,27,235,235,100.0,33027
34,1,414,414,100.0,34001
34,2,275,275,100.0,34002
34,3,302,302,100.0,34003
34,4,337,337,100.0,34004
34,5,252,252,100.0,34005
34,6,168,168,100.0,34006
34,7,344,344,100.0,34007
34,8,289,289,100.0,34008
34,9,228,228,100.0,34009
34,10,267,267,100.0,34010
34,11,223,223,100.0,34011
34,12,350,350,100.0,34012
34,13,334,334,100.0,34013
34,14,241,241,100.0,34014
34,15,230,230,100.0,34015
34,16,229,229,100.0,34016
34,17,230,230,100.0,34017
34,18,181,181,100.0,34018
34,19,56,56,100.0,34019
34,20,387,387,100.0,34020
34,21,266,266,100.0,34021
34,22,317,317,100.0,34022
34,23,243,243,100.0,34023
34,24,248,248,100.0,34024
34,25,295,295,100.0,34025
34,26,196,196,100.0,34026
34,27,237,237,100.0,34027
34,28,181,181,100.0,34028
34,29,273,273,100.0,34029
34,30,331,331,100.0,34030
34,31,157,157,100.0,34031
34,32,188,188,100.0,34032
34,33,135,135,100.0,34033
34,34,336,336,100.0,34034
34,35,333,333,100.0,34035
34,36,296,296,100.0,34036
34,37,266,266,100.0,34037
34,38,224,224,100.0,34038
34,39,219,219,100.0,34039
34,40,315,315,100.0,34040
34,41,155,155,100.0,34041
34,42,336,336,100.0,34042
34,43,382,382,100.0,34043
34,44,341,341,100.0,34044
34,45,262,262,100.0,34045
34,46,259,259,100.0,34046
34,47,148,148,100.0,34047
34,48,338,338,100.0,34048
34,49,383,383,100.0,34049
34,50,248,248,100.0,34050
34,51,398,398,100.0,34051
34,52,211,211,100.0,34052
34,53,227,227,100.0,34053
34,54,229,229,100.0,34054
34,55,301,301,100.0,34055
34,56,132,132,100.0,34056
34,57,255,255,100.0,34057
34,58,286,286,100.0,34058
34,59,279,279,100.0,34059
34,60,289,289,100.0,34060
34,61,253,253,100.0,34061
35,1,238,238,100.0,35001
35,2,194,194,100.0,35002
35,3,144,144,100.0,35003
35,4,246,246,100.0,35004
35,5,171,171,100.0,35005
35,6,192,192,100.0,35006
35,7,253,253,100.0,35007
35,8,215,215,100.0,35008
35,9,198,198,100.0,35009
35,10,220,220,100.0,35010
35,11,187,187,100.0,35011
35,12,221,221,100.0,35012
35,13,65,65,100.0,35013
35,14,242,242,100.0,35014
35,15,192,192,100.0,35015
35,16,208,208,100.0,35016
35,17,207,207,100.0,35017
35,18,227,227,100.0,35018
35,19,184,184,100.0,35019
35,20,168,168,100.0,35020
35,21,173,173,100.0,35021
35,22,80,80,100.0,35022
35,23,120,120,100.0,35023
35,24,136,136,100.0,35024
35,25,190,190,100.0,35025
35,26,230,230,100.0,35026
35,27,236,236,100.0,35027
35,28,217,217,100.0,35028
35,29,250,250,100.0,35029
35,30,264,264,100.0,35030
35,31,100,100,100.0,35031
35,32,125,125,100.0,35032
35,33,202,202,100.0,35033
35,34,191,191,100.0,35034
35,35,204,204,100.0,35035
35,36,139,139,100.0,35036
36,1,199,199,100.0,36001
36,2,158,158,100.0,36002
36,3,323,323,100.0,36003
36,4,143,143,100.0,36004
36,5,165,165,100.0,36005
36,6,216,216,100.0,36006
36,7,192,192,100.0,36007
36,8,207,207,100.0,36008
36,9,200,200,100.0,36009
36,10,135,135,100.0,36010
36,11,266,266,100.0,36011
36,12,159,159,100.0,36012
36,13,335,335,100.0,36013
36,14,227,227,100.0,36014
36,15,223,223,100.0,36015
36,16,327,327,100.0,36016
36,17,169,169,100.0,36017
36,18,225,225,100.0,36018
36,19,246,246,100.0,36019
36,20,255,255,100.0,36020
36,21,358,358,100.0,36021
36,22,274,274,100.0,36022
36,23,118,118,100.0,36023
36,24,242,242,100.0,36024
36,25,149,149,100.0,36025
36,26,220,220,100.0,36026
36,27,131,131,100.0,36027
